"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006260","DNA replication","18/198","278/18870",8.8480382265726e-10,1.43988817191061e-06,1.3251496082679e-06,"4998/6241/4175/580/10293/51053/3159/10926/80010/55388/5888/80119/641/672/7083/10535/92667/8318",18
"BP","GO:0000280","nuclear division","22/198","441/18870",1.55220991113057e-09,1.43988817191061e-06,1.3251496082679e-06,"10459/4751/10018/84057/995/3833/157313/80010/10592/9585/4288/3619/9787/5888/9088/9212/332/10403/27338/79980/150365/2491",22
"BP","GO:0006261","DNA-templated DNA replication","14/198","161/18870",1.61603610764379e-09,1.43988817191061e-06,1.3251496082679e-06,"4998/4175/580/10293/51053/3159/10926/55388/5888/641/672/7083/92667/8318",14
"BP","GO:0007088","regulation of mitotic nuclear division","12/198","118/18870",4.1186791583086e-09,2.69707434007542e-06,2.48215595831857e-06,"10459/4751/995/157313/9585/4288/3619/9787/9088/9212/332/10403",12
"BP","GO:0140014","mitotic nuclear division","17/198","274/18870",5.04503243560685e-09,2.69707434007542e-06,2.48215595831857e-06,"10459/4751/995/3833/157313/10592/9585/4288/3619/9787/9088/9212/332/10403/27338/79980/2491",17
"BP","GO:0048285","organelle fission","22/198","488/18870",9.89771160265444e-09,4.40943051898255e-06,4.05806175708832e-06,"10459/4751/10018/84057/995/3833/157313/80010/10592/9585/4288/3619/9787/5888/9088/9212/332/10403/27338/79980/150365/2491",22
"BP","GO:0044772","mitotic cell cycle phase transition","21/198","470/18870",2.55594279968665e-08,9.76005014794629e-06,8.98231326747021e-06,"10459/1870/63967/4998/128239/6241/580/995/10926/835/3619/894/9787/641/899/9088/9212/672/332/10403/27338",21
"BP","GO:0051783","regulation of nuclear division","12/198","146/18870",4.60086715703179e-08,1.53726473884325e-05,1.41476665078728e-05,"10459/4751/995/157313/9585/4288/3619/9787/9088/9212/332/10403",12
"BP","GO:0007059","chromosome segregation","19/198","424/18870",1.17182732091287e-07,3.33041309378948e-05,3.06502664074902e-05,"10459/4751/151246/1894/84057/3833/157313/10592/4288/3619/221150/9787/84191/9212/672/332/10403/79980/2491",19
"BP","GO:0000075","cell cycle checkpoint signaling","13/198","192/18870",1.24594578892236e-07,3.33041309378948e-05,3.06502664074902e-05,"10459/63967/4998/580/835/3619/5888/641/9212/672/332/10403/8318",13
"BP","GO:0033260","nuclear DNA replication","7/198","40/18870",1.75124546062915e-07,4.25552646932884e-05,3.91642166649792e-05,"4175/51053/10926/5888/641/7083/8318",7
"BP","GO:0010948","negative regulation of cell cycle process","16/198","320/18870",2.85293098291171e-07,5.93863184191807e-05,5.46540753128262e-05,"10459/63967/4998/4751/580/835/3619/5888/641/899/9088/9212/672/332/10403/8318",16
"BP","GO:0007093","mitotic cell cycle checkpoint signaling","11/198","142/18870",3.09694113994347e-07,5.93863184191807e-05,5.46540753128262e-05,"10459/63967/4998/580/835/3619/641/9212/672/332/10403",11
"BP","GO:0045786","negative regulation of cell cycle","18/198","407/18870",3.11039452999824e-07,5.93863184191807e-05,5.46540753128262e-05,"10459/63967/4998/5743/4751/580/51053/835/3619/5888/641/899/9088/9212/672/332/10403/8318",18
"BP","GO:0044786","cell cycle DNA replication","7/198","44/18870",3.4741080566081e-07,5.99288494799692e-05,5.51533743811165e-05,"4175/51053/10926/5888/641/7083/8318",7
"BP","GO:1901987","regulation of cell cycle phase transition","19/198","456/18870",3.58721134186123e-07,5.99288494799692e-05,5.51533743811165e-05,"10459/63967/4998/6241/580/995/10926/835/3619/894/9787/5888/641/9088/9212/672/332/10403/8318",19
"BP","GO:1901976","regulation of cell cycle checkpoint","7/198","46/18870",4.76721224328838e-07,7.49574019194696e-05,6.89843654028789e-05,"580/3619/5888/9212/672/332/10403",7
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","7/198","49/18870",7.45003149214791e-07,0.000110632967658397,0.000101817097059355,"4751/1894/3619/9212/332/10403/79980",7
"BP","GO:1901988","negative regulation of cell cycle phase transition","14/198","277/18870",1.42552710505241e-06,0.000200549155358163,0.000184568246233101,"10459/63967/4998/580/835/3619/5888/641/9088/9212/672/332/10403/8318",14
"BP","GO:0006268","DNA unwinding involved in DNA replication","5/198","21/18870",2.14651142908267e-06,0.000273220240473237,0.000251448481692542,"4175/3159/5888/641/8318",5
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","5/198","21/18870",2.14651142908267e-06,0.000273220240473237,0.000251448481692542,"4751/1894/3619/9212/332",5
"BP","GO:1902412","regulation of mitotic cytokinesis","4/198","11/18870",3.66350779527431e-06,0.000432802455251772,0.000398314268581878,"9585/3619/9212/332",4
