"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002685","regulation of leukocyte migration","12/148","236/18805",0.0508474576271186,6.46071919377004,7.51876759459379,3.74229431684719e-07,0.000581960898647572,0.000495210476605386,"347/969/10563/1843/9518/4739/7941/83483/9750/6401/7057/7130",12
"BP","GO:0048678","response to axon injury","8/148","87/18805",0.0919540229885057,11.6837527182355,8.89587773825215,4.20796022160211e-07,0.000581960898647572,0.000495210476605386,"347/983/2247/3745/4693/4747/6505/6696",8
"BP","GO:2000146","negative regulation of cell motility","15/148","403/18805",0.0372208436724566,4.72931057608477,6.74036843106885,7.00879017507479e-07,0.000646210454141895,0.000549882625665517,"347/969/10563/1843/2192/2247/9518/4286/22915/65009/4739/9750/51765/7057/7130",15
"BP","GO:0050920","regulation of chemotaxis","11/148","217/18805",0.0506912442396313,6.4408705940964,7.17987701065982,1.20247529063005e-06,0.000669414546629526,0.000569627783332809,"1012/10563/7852/1843/2247/4739/7941/9750/7057/7130/347733",11
"BP","GO:0040013","negative regulation of locomotion","15/148","421/18805",0.0356294536817102,4.52710727354433,6.51890697889113,1.21007691003168e-06,0.000669414546629526,0.000569627783332809,"347/969/10563/1843/2192/2247/9518/4286/22915/65009/4739/9750/51765/7057/7130",15
"BP","GO:0030336","negative regulation of cell migration","14/148","388/18805",0.0360824742268041,4.58466843131792,6.35463313763036,2.4131203420758e-06,0.00111244847769695,0.00094662054120728,"347/969/10563/1843/2247/9518/4286/22915/65009/4739/9750/51765/7057/7130",14
"BP","GO:0002686","negative regulation of leukocyte migration","6/148","57/18805",0.105263157894737,13.3748221906117,8.33362580663282,5.5967298269078e-06,0.002211507814461,0.00188184780345351,"347/969/1843/9518/9750/7130",6
"BP","GO:0050900","leukocyte migration","13/148","395/18805",0.0329113924050633,4.1817482039001,5.69210017192302,1.50031737620246e-05,0.00465417697399218,0.00396039871897344,"347/969/10563/7852/1843/9518/4739/7941/83483/9750/6401/7057/7130",13
"BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","8/148","140/18805",0.0571428571428571,7.26061776061776,6.62219984584484,1.51437428654843e-05,0.00465417697399218,0.00396039871897344,"25805/10563/2247/22915/4091/10252/7057/7130",8
"BP","GO:0050921","positive regulation of chemotaxis","8/148","146/18805",0.0547945205479452,6.96223620881155,6.44134404673901,2.05363371454736e-05,0.00568035085443799,0.00483360524813462,"1012/10563/7852/2247/4739/7941/9750/7057",8
"BP","GO:0071675","regulation of mononuclear cell migration","8/148","148/18805",0.0540540540540541,6.8681519357195,6.38331645135732,2.26581412965862e-05,0.00569749262057795,0.00484819176451356,"347/969/10563/1843/4739/7941/9750/7057",8
"BP","GO:1902106","negative regulation of leukocyte differentiation","7/148","120/18805",0.0583333333333333,7.41188063063063,6.27573466665055,4.59491026098745e-05,0.0105912681515761,0.00901247310839294,"969/10875/3149/10234/9935/8651/7130",7
"BP","GO:0090287","regulation of cellular response to growth factor stimulus","12/148","384/18805",0.03125,3.97065033783784,5.23836335963916,5.33477117113595e-05,0.0113507515841246,0.00965874359405667,"25805/10563/1756/2201/2247/9518/4015/22915/4091/10252/7057/7130",12
"BP","GO:0002688","regulation of leukocyte chemotaxis","7/148","127/18805",0.0551181102362205,7.00335177697382,6.04596377159133,6.59344620800043e-05,0.0119606057501618,0.0101776894079849,"10563/1843/4739/7941/9750/7057/7130",7
"BP","GO:1903707","negative regulation of hemopoiesis","7/148","127/18805",0.0551181102362205,7.00335177697382,6.04596377159133,6.59344620800043e-05,0.0119606057501618,0.0101776894079849,"969/10875/3149/10234/9935/8651/7130",7
"BP","GO:0001503","ossification","13/148","458/18805",0.0283842794759825,3.606529564499,5.02976780843947,6.91864396249418e-05,0.0119606057501618,0.0101776894079849,"25805/55790/1749/2201/2247/2824/4015/23314/57419/4091/6696/5552/7130",13
"BP","GO:0006935","chemotaxis","13/148","466/18805",0.0278969957081545,3.54461489386382,4.9540715092788,8.23677289286793e-05,0.0128215240195753,0.0109102742732315,"1012/10563/7852/1843/2247/4015/4739/7941/9750/6275/7057/7130/347733",13
"BP","GO:0042330","taxis","13/148","468/18805",0.0277777777777778,3.52946696696697,4.93540582625497,8.59848656840569e-05,0.0128215240195753,0.0109102742732315,"1012/10563/7852/1843/2247/4015/4739/7941/9750/6275/7057/7130/347733",13
"BP","GO:0071674","mononuclear cell migration","9/148","230/18805",0.0391304347826087,4.97194477085781,5.39806091466447,8.80726523398159e-05,0.0128215240195753,0.0109102742732315,"347/969/10563/7852/1843/4739/7941/9750/7057",9
"BP","GO:0090313","regulation of protein targeting to membrane","4/148","32/18805",0.125,15.8826013513514,7.50450534182731,0.000111594909851824,0.0154335760325072,0.0131329588646672,"57214/3745/23255/6505",4
"BP","GO:0006022","aminoglycan metabolic process","6/148","98/18805",0.0612244897959184,7.7792333149476,5.99275632310095,0.000124615909477311,0.0164136955054401,0.013966976119863,"57214/1116/55790/2247/9957/7130",6
"BP","GO:0007179","transforming growth factor beta receptor signaling pathway","9/148","252/18805",0.0357142857142857,4.5378861003861,5.03584226300087,0.000175634552813906,0.0212233133246477,0.0180596447820955,"25805/2201/9518/3397/4015/4693/4091/10252/7057",9
"BP","GO:1903706","regulation of hemopoiesis","12/148","436/18805",0.0275229357798165,3.49708653607736,4.6986073504112,0.000176477298071908,0.0212233133246477,0.0180596447820955,"969/10875/3122/3149/4015/10234/9935/4286/4739/8651/56892/7130",12
"BP","GO:0007162","negative regulation of cell adhesion","10/148","312/18805",0.032051282051282,4.07246188496188,4.87410846422275,0.000185330090738744,0.0213592929576403,0.0181753545127997,"347/384/969/1012/1843/2192/10875/9750/8651/7057",10
"BP","GO:0071676","negative regulation of mononuclear cell migration","4/148","37/18805",0.108108108108108,13.736303871439,6.90669614638733,0.000198795289961594,0.0215580795368703,0.0183445088268988,"347/969/1843/9750",4
"BP","GO:0002687","positive regulation of leukocyte migration","7/148","152/18805",0.0460526315789474,5.8514847083926,5.34881021798052,0.00020264283006458,0.0215580795368703,0.0183445088268988,"10563/4739/7941/83483/9750/6401/7057",7
"BP","GO:0010001","glial cell differentiation","9/148","259/18805",0.0347490347490347,4.41524053010539,4.92925315732833,0.000215411654384433,0.0220677272602719,0.0187781855439997,"983/7852/2247/2824/4693/4915/5649/7223/10100",9
"BP","GO:2000401","regulation of lymphocyte migration","5/148","70/18805",0.0714285714285714,9.0757722007722,6.02894475704932,0.000226327522210141,0.022140025940113,0.0188397069688673,"347/969/10563/4739/9750",5
"BP","GO:0001649","osteoblast differentiation","9/148","262/18805",0.0343511450381679,4.36468434082938,4.88472418797663,0.000234615268903819,0.022140025940113,0.0188397069688673,"25805/1749/2201/2247/4015/23314/4091/6696/7130",9
"BP","GO:0002468","dendritic cell antigen processing and presentation","3/148","16/18805",0.1875,23.823902027027,8.1345423725935,0.000248134780962944,0.022140025940113,0.0188397069688673,"10875/3122/7057",3
"BP","GO:2000402","negative regulation of lymphocyte migration","3/148","16/18805",0.1875,23.823902027027,8.1345423725935,0.000248134780962944,0.022140025940113,0.0188397069688673,"347/969/9750",3
"BP","GO:0060326","cell chemotaxis","10/148","325/18805",0.0307692307692308,3.90956340956341,4.71252423508657,0.000257153931468986,0.0222277429513505,0.0189143483804162,"10563/7852/1843/2247/4015/4739/7941/9750/7057/7130",10
"BP","GO:0044703","multi-organism reproductive process","8/148","211/18805",0.037914691943128,4.81747149993596,4.96667441200085,0.000270597244289144,0.0224229034322171,0.0190804171231257,"133/53405/10699/2192/2201/4693/5737/6696",8
"BP","GO:0045670","regulation of osteoclast differentiation","5/148","73/18805",0.0684931506849315,8.70279526101444,5.87290239651151,0.000275624987959285,0.0224229034322171,0.0190804171231257,"10234/9935/4286/4739/7130",5
"BP","GO:0036293","response to decreased oxygen levels","10/148","330/18805",0.0303030303030303,3.8503276003276,4.65258801689191,0.000290383442991728,0.0229485886661462,0.0195277407076542,"133/360/890/7852/3708/3778/4017/4693/6505/7057",10
"BP","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","11/148","399/18805",0.0275689223057644,3.50292962135067,4.50080762164318,0.000325334378110412,0.0242053770420812,0.0205971850158289,"25805/1749/2201/9518/3397/4015/4693/4091/10252/7057/7130",11
"BP","GO:0044706","multi-multicellular organism process","8/148","219/18805",0.0365296803652968,4.64149080587437,4.82773454230973,0.000347472747368086,0.0242053770420812,0.0205971850158289,"133/53405/10699/2192/2201/4693/5737/6696",8
"BP","GO:0030198","extracellular matrix organization","10/148","339/18805",0.0294985250737463,3.74810651359324,4.54759801421467,0.000359266626969362,0.0242053770420812,0.0205971850158289,"1287/1288/55790/1805/2192/2824/4015/4017/4320/7177",10
"BP","GO:0003018","vascular process in circulatory system","9/148","278/18805",0.0323741007194245,4.11347948668093,4.65801549708504,0.000362686608497467,0.0242053770420812,0.0205971850158289,"9429/133/10396/3357/3778/10365/83483/6505/57419",9
"BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","9/148","278/18805",0.0323741007194245,4.11347948668093,4.65801549708504,0.000362686608497467,0.0242053770420812,0.0205971850158289,"1116/2247/9518/4015/4693/4915/26051/5649/7057",9
"BP","GO:0043062","extracellular structure organization","10/148","340/18805",0.0294117647058824,3.7370826709062,4.53615400589913,0.000367698409712606,0.0242053770420812,0.0205971850158289,"1287/1288/55790/1805/2192/2824/4015/4017/4320/7177",10
"BP","GO:1902105","regulation of leukocyte differentiation","10/148","340/18805",0.0294117647058824,3.7370826709062,4.53615400589913,0.000367698409712606,0.0242053770420812,0.0205971850158289,"969/10875/3122/3149/10234/9935/4286/4739/8651/7130",10
"BP","GO:0045229","external encapsulating structure organization","10/148","341/18805",0.0293255131964809,3.726123484188,4.52475314910239,0.00037629472625072,0.0242053770420812,0.0205971850158289,"1287/1288/55790/1805/2192/2824/4015/4017/4320/7177",10
"BP","GO:0010810","regulation of cell-substrate adhesion","8/148","224/18805",0.0357142857142857,4.5378861003861,4.74425897340726,0.00040396496536706,0.0248303798712286,0.0211290213464502,"347/1012/2192/2199/2824/9200/4739/7057",8
"BP","GO:0051235","maintenance of location","8/148","224/18805",0.0357142857142857,4.5378861003861,4.74425897340726,0.00040396496536706,0.0248303798712286,0.0211290213464502,"259266/57214/1756/2201/2247/3357/3708/5552",8
"BP","GO:0030203","glycosaminoglycan metabolic process","5/148","83/18805",0.0602409638554217,7.65426571149463,5.41125671331778,0.000500300002949619,0.030083256699101,0.0255988742927997,"57214/55790/2247/9957/7130",5
"BP","GO:0030595","leukocyte chemotaxis","8/148","234/18805",0.0341880341880342,4.34395934395934,4.58444055264317,0.00053941000338899,0.0314212510757103,0.0267374195704564,"10563/7852/1843/4739/7941/9750/7057/7130",8
"BP","GO:0070482","response to oxygen levels","10/148","358/18805",0.0279329608938547,3.54918465951985,4.33725552527284,0.000550137862205392,0.0314212510757103,0.0267374195704564,"133/360/890/7852/3708/3778/4017/4693/6505/7057",10
"BP","GO:0097049","motor neuron apoptotic process","3/148","21/18805",0.142857142857143,18.1515444015444,7.00412539596114,0.000572560399178908,0.0314212510757103,0.0267374195704564,"3745/4747/6505",3
"BP","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","11/148","427/18805",0.0257611241217799,3.27322931831129,4.23197541142327,0.000574280562325881,0.0314212510757103,0.0267374195704564,"25805/1749/2201/9518/3397/4015/4693/4091/10252/7057/7130",11
"BP","GO:0031589","cell-substrate adhesion","10/148","361/18805",0.0277008310249307,3.51969005016096,4.30534777488409,0.000586827942971905,0.0314212510757103,0.0267374195704564,"347/1012/2192/2199/2824/9200/4739/4091/10580/7057",10
"BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","7/148","182/18805",0.0384615384615385,4.88695426195426,4.69305210292397,0.000602070248377675,0.0314212510757103,0.0267374195704564,"25805/2201/9518/4015/4091/10252/7057",7
"BP","GO:0031214","biomineral tissue development","7/148","182/18805",0.0384615384615385,4.88695426195426,4.69305210292397,0.000602070248377675,0.0314212510757103,0.0267374195704564,"2201/2824/9200/4015/57419/6696/5552",7
"BP","GO:2000404","regulation of T cell migration","4/148","50/18805",0.08,10.1648648648649,5.77946458483131,0.000640411005739888,0.0328032748495654,0.0279134309714306,"347/969/10563/9750",4
"BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","7/148","185/18805",0.0378378378378378,4.80770635500365,4.63547825225966,0.00066330033679569,0.0333579769377614,0.0283854459918691,"25805/2201/9518/4015/4091/10252/7057",7
