"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0003015","heart process","12/157","263/18805",0.0456273764258555,5.46511346298225,6.69099803445788,2.20271539559584e-06,0.00387241529791038,0.0032615652901266,"133/186/783/10699/1756/1832/84525/3752/50507/5350/10268/6505",12
"BP","GO:0002027","regulation of heart rate","8/157","106/18805",0.0754716981132075,9.03977887273164,7.61634596189994,2.97886604014084e-06,0.00387241529791038,0.0032615652901266,"133/186/783/1756/1832/3752/5350/6505",8
"BP","GO:0036293","response to decreased oxygen levels","13/157","330/18805",0.0393939393939394,4.7184906388728,6.25302631165497,4.16090468973179e-06,0.00387241529791038,0.0032615652901266,"133/360/8837/1410/1958/3708/3778/3779/4693/5366/6505/6659/7291",13
"BP","GO:0070482","response to oxygen levels","13/157","358/18805",0.0363128491620112,4.34944667829057,5.87097897440823,1.00047703053877e-05,0.00661248163571285,0.00556940279527316,"133/360/8837/1410/1958/3708/3778/3779/4693/5366/6505/6659/7291",13
"BP","GO:0008016","regulation of heart contraction","10/157","214/18805",0.0467289719626168,5.59705934877076,6.20575233046523,1.29047700198275e-05,0.00661248163571285,0.00556940279527316,"133/186/783/10699/1756/1832/84525/3752/5350/6505",10
"BP","GO:0001666","response to hypoxia","12/157","316/18805",0.0379746835443038,4.54849633153269,5.83700422785426,1.42564718590697e-05,0.00661248163571285,0.00556940279527316,"133/360/8837/1410/1958/3708/3778/3779/4693/5366/6659/7291",12
"BP","GO:1903522","regulation of blood circulation","11/157","269/18805",0.0408921933085502,4.89794710297635,5.90830474934587,1.65785714362428e-05,0.00661248163571285,0.00556940279527316,"133/152/186/783/10699/1756/1832/84525/3752/5350/6505",11
"BP","GO:0030198","extracellular matrix organization","12/157","339/18805",0.0353982300884956,4.2398962854405,5.5233601037097,2.8516910211775e-05,0.00843289716698977,0.00710265882636675,"11096/57188/8837/1287/1805/1842/25975/2192/2824/4320/79148/4982",12
"BP","GO:0043062","extracellular structure organization","12/157","340/18805",0.0352941176470588,4.22742600224803,5.51035924494826,2.93498041244812e-05,0.00843289716698977,0.00710265882636675,"11096/57188/8837/1287/1805/1842/25975/2192/2824/4320/79148/4982",12
"BP","GO:0045229","external encapsulating structure organization","12/157","341/18805",0.0351906158357771,4.21502885854643,5.49740820790086,3.02037864147198e-05,0.00843289716698977,0.00710265882636675,"11096/57188/8837/1287/1805/1842/25975/2192/2824/4320/79148/4982",12
"BP","GO:0072593","reactive oxygen species metabolic process","10/157","245/18805",0.0408163265306122,4.88886000259977,5.62179729810966,4.11627088940775e-05,0.0104478439302058,0.00879975996836067,"384/1490/8837/1410/2878/3043/50507/5166/5366/6505",10
"BP","GO:0060047","heart contraction","10/157","254/18805",0.0393700787401575,4.715632679673,5.47047183929311,5.57604682486935e-05,0.0128551881541024,0.0108273602534553,"133/186/783/10699/1756/1832/84525/3752/5350/6505",10
"BP","GO:0043010","camera-type eye development","12/157","366/18805",0.0327868852459016,3.92711705126866,5.18884583162619,5.98558187691014e-05,0.0128551881541024,0.0108273602534553,"220/1410/2202/2321/4286/4693/8842/6505/6659/10252/7291/6935",12
"BP","GO:0051651","maintenance of location in cell","9/157","212/18805",0.0424528301886792,5.08487561591155,5.48821163111744,7.43836619996779e-05,0.0148342274502215,0.0124942181133294,"259266/6366/57214/1756/3708/11015/5334/5350/5552",9
"BP","GO:0048592","eye morphogenesis","8/157","168/18805",0.0476190476190476,5.70367000303306,5.61904228953245,8.49042105580823e-05,0.0158035037252111,0.0133105969394215,"220/2202/4693/8842/6505/6659/7291/6935",8
"BP","GO:0001894","tissue homeostasis","10/157","272/18805",0.0367647058823529,4.4035687523417,5.18805933221497,9.84944795725396e-05,0.0161762698215606,0.0136245614467525,"216/1490/7122/1756/4693/50507/5166/8842/6505/4982",10
"BP","GO:0060249","anatomical structure homeostasis","10/157","272/18805",0.0367647058823529,4.4035687523417,5.18805933221497,9.84944795725396e-05,0.0161762698215606,0.0136245614467525,"216/1490/7122/1756/4693/50507/5166/8842/6505/4982",10
"BP","GO:0002686","negative regulation of leukocyte migration","5/157","57/18805",0.087719298245614,10.506760531903,6.59555470943168,0.000112272588534029,0.0166382325386203,0.0140136523492979,"6366/4856/969/79148/7130",5
"BP","GO:0051235","maintenance of location","9/157","224/18805",0.0401785714285714,4.81247156505914,5.26689788049026,0.000113225794496341,0.0166382325386203,0.0140136523492979,"259266/6366/57214/1756/3708/11015/5334/5350/5552",9
"BP","GO:2000146","negative regulation of cell motility","12/157","403/18805",0.0297766749379653,3.56656288030851,4.77893073475152,0.00014846171384319,0.0194834413123182,0.0164100467092893,"186/6366/4856/969/7122/10563/2192/4223/4286/79148/57826/7130",12
"BP","GO:0003012","muscle system process","13/157","467/18805",0.0278372591006424,3.33426533367886,4.68696266038343,0.000153036124714979,0.0194834413123182,0.0164100467092893,"152/384/783/8837/1410/1756/1832/3752/3778/5350/6442/6525/7074",13
