"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002778","antibacterial peptide production","2/16","10/18805",0.2,235.0625,21.6044867668046,3.04211269865303e-05,0.00673058009817768,0.00426966043174743,"354/25818",2
"BP","GO:0002759","regulation of antimicrobial humoral response","2/16","12/18805",0.166666666666667,195.885416666667,19.7063044221792,4.4573378133627e-05,0.00673058009817768,0.00426966043174743,"354/25818",2
"BP","GO:0002775","antimicrobial peptide production","2/16","12/18805",0.166666666666667,195.885416666667,19.7063044221792,4.4573378133627e-05,0.00673058009817768,0.00426966043174743,"354/25818",2
"BP","GO:1900426","positive regulation of defense response to bacterium","2/16","14/18805",0.142857142857143,167.901785714286,18.2298600348788,6.13962512572053e-05,0.0069531254548785,0.00441083594558343,"354/25818",2
"BP","GO:1900424","regulation of defense response to bacterium","2/16","20/18805",0.1,117.53125,15.2154598559537,0.000127808790184804,0.0115794763907432,0.00734564204641083,"354/25818",2
"BP","GO:0002922","positive regulation of humoral immune response","2/16","24/18805",0.0833333333333333,97.9427083333333,13.8673888157113,0.000185290893484712,0.013921831279233,0.00883155556925899,"354/25818",2
"BP","GO:0002702","positive regulation of production of molecular mediator of immune response","3/16","141/18805",0.0212765957446809,25.0066489361702,8.34972196681033,0.000215127635661437,0.013921831279233,0.00883155556925899,"55765/354/25818",3
"BP","GO:0002700","regulation of production of molecular mediator of immune response","3/16","197/18805",0.0152284263959391,17.8981598984772,6.95754396055347,0.00057340429348515,0.0324690181185966,0.0205972858054534,"55765/354/25818",3
"BP","GO:0002920","regulation of humoral immune response","2/16","47/18805",0.0425531914893617,50.0132978723404,9.81754425628864,0.000717488519285092,0.0361135888040163,0.0229092825455942,"354/25818",2
"BP","GO:0002440","production of molecular mediator of immune response","3/16","231/18805",0.012987012987013,15.2637987012987,6.36534210744866,0.000910350714227962,0.0389786382331958,0.0247267764323515,"55765/354/25818",3
"BP","GO:0045581","negative regulation of T cell differentiation","2/16","54/18805",0.037037037037037,43.5300925925926,9.13301709597368,0.000946501149150449,0.0389786382331958,0.0247267764323515,"864/1029",2
"BP","GO:0045620","negative regulation of lymphocyte differentiation","2/16","64/18805",0.03125,36.728515625,8.35491160539115,0.00132683992589883,0.0497322984789553,0.0315485476583125,"864/1029",2
"BP","GO:0002699","positive regulation of immune effector process","3/16","270/18805",0.0111111111111111,13.0590277777778,5.8241313618926,0.00142719620359033,0.0497322984789553,0.0315485476583125,"55765/354/25818",3
