interaction,Kendall,name,NMI,selected,shared interaction,shared name,Spearman,Weight
GAGE12H,1.0,DLX6-AS1,1.0,False,GAGE12H,DLX6-AS1,1.0,1.0
LINC01971,1.0,TMEM171,1.0,False,LINC01971,TMEM171,1.0,1.0
ICMT-DT,1.0,FRGCA,1.0,False,ICMT-DT,FRGCA,1.0,1.0
MCIDAS,1.0,FRGCA,1.0,False,MCIDAS,FRGCA,1.0,1.0
CEP55,0.8666667,ANLN,0.9508197,False,CEP55,ANLN,0.94411767,0.920534610748291
CDCA5,0.8333333,CDC20,0.9677419,False,CDCA5,CDC20,0.95,0.917025089263916
COCH,0.8786688,LOC100506071,0.8777288,False,COCH,LOC100506071,0.965416,0.9072712063789368
SCN7A,0.78333336,COL11A1,0.9836066,False,SCN7A,COL11A1,0.9264706,0.8978034853935242
AURKB,0.8,CDC20,0.9508197,False,AURKB,CDC20,0.93235296,0.894390881061554
PTTG1,0.8,CDC20,0.9508197,False,PTTG1,CDC20,0.93235296,0.894390881061554
MKI67,0.8,CDC20,0.9677419,False,MKI67,CDC20,0.9147059,0.8941493034362793
CEP55,0.78333336,SHCBP1,0.9677419,False,CEP55,SHCBP1,0.92058825,0.8905544877052307
PTTG1,0.78333336,TACC3,0.984127,False,PTTG1,TACC3,0.89705884,0.8881731033325195
MMP9,0.8,SLC12A5-AS1,0.9508197,False,MMP9,SLC12A5-AS1,0.9117647,0.887528121471405
DACT2,0.76799405,STMN2,0.97727835,False,DACT2,STMN2,0.8997089,0.8816604614257812
PBK,0.8,KIF4A,0.9265807,False,PBK,KIF4A,0.91764706,0.881409227848053
CCNB2,0.78333336,CDC20,0.93333334,False,CCNB2,CDC20,0.92058825,0.8790850043296814
APOC4-APOC2,0.9178263,APOC2,0.7470848,False,APOC4-APOC2,APOC2,0.96732014,0.8774104118347168
NUSAP1,0.76666665,ANLN,0.9677419,False,NUSAP1,ANLN,0.89411765,0.8761754035949707
SKA1,0.78333336,PRC1-AS1,0.92403245,False,SKA1,PRC1-AS1,0.91764706,0.8750042915344238
LOC105375027,0.78333336,LINC01016,0.90827006,False,LOC105375027,LINC01016,0.9264706,0.8726913332939148
SKA3,0.78333336,CCNB1,0.9442873,False,SKA3,CCNB1,0.8882353,0.8719519972801208
