interaction,Kendall,name,NMI,selected,shared interaction,shared name,Spearman,Weight
ANKRD18A,0.93846154,FAM95C,0.9522031,False,ANKRD18A,FAM95C,0.98263025,0.9577649235725404
KIF14,0.88235295,ASPM,0.98539865,False,KIF14,ASPM,0.9730392,0.9469302296638488
LOC105370924,0.9331953,LINC01583,0.922679,False,LOC105370924,LINC01583,0.9760432,0.9439725279808044
UBE2C,0.86764705,TTK,1.0,False,UBE2C,TTK,0.9632353,0.9436274170875548
APOBEC3B,0.86764705,APOBEC3B-AS1,0.98539865,False,APOBEC3B,APOBEC3B-AS1,0.95343137,0.9354923367500304
ARHGAP11A,0.8382353,CENPF,1.0,False,ARHGAP11A,CENPF,0.9485294,0.928921639919281
KIF15,0.8382353,TTK,1.0,False,KIF15,TTK,0.9460784,0.9281045794487
SGO1-AS1,0.8382353,TTK,1.0,False,SGO1-AS1,TTK,0.9460784,0.9281045794487
CDC45,0.8382353,TTK,1.0,False,CDC45,TTK,0.9387255,0.925653636455536
MELK,0.8382353,TTK,1.0,False,MELK,TTK,0.9362745,0.9248366355895996
NEK2,0.8235294,CENPF,1.0,False,NEK2,CENPF,0.9411765,0.9215686321258544
DEPDC1B,0.8235294,TTK,1.0,False,DEPDC1B,TTK,0.9387255,0.9207516312599182
DLX6-AS1,0.8793571,DLX6,0.9110675,False,DLX6-AS1,DLX6,0.9653174,0.9185807108879088
TROAP,0.8088235,ESPL1,1.0,False,TROAP,ESPL1,0.9436275,0.9174836277961732
LMNB1,0.8088235,TTK,1.0,False,LMNB1,TTK,0.9362745,0.915032684803009
SAPCD2,0.8088235,TTK,1.0,False,SAPCD2,TTK,0.9362745,0.915032684803009
ZWINT,0.8088235,TTK,1.0,False,ZWINT,TTK,0.9338235,0.9142157435417176
CKAP2L,0.8088235,CENPF,1.0,False,CKAP2L,CENPF,0.9289216,0.912581741809845
KIF18A,0.8088235,TTK,1.0,False,KIF18A,TTK,0.9264706,0.911764681339264
MKI67,0.8088235,TTK,1.0,False,MKI67,TTK,0.9264706,0.911764681339264
KLK7,0.9714286,KLK5,0.75889504,False,KLK7,KLK5,0.99622643,0.9088500142097472
TPX2,0.7941176,CENPF,1.0,False,TPX2,CENPF,0.9313725,0.9084966778755188
FAM72B,0.8088235,TTK,0.98539865,False,FAM72B,TTK,0.92401963,0.9060805439949036
FAM72A,0.7941176,TTK,1.0,False,FAM72A,TTK,0.92401963,0.9060457348823548
TOP2A,0.8088235,CENPF,1.0,False,TOP2A,CENPF,0.90931374,0.9060457348823548
TMEM52B,0.87315863,OLR1,0.8772664,False,TMEM52B,OLR1,0.9661971,0.9055407047271729
RUNX3,0.8191938,RUNX3-AS1,0.9489113,False,RUNX3,RUNX3-AS1,0.9454324,0.9045124650001526
BUB1,0.7941176,CENPF,1.0,False,BUB1,CENPF,0.9191176,0.904411792755127
KIF11,0.7941176,TTK,1.0,False,KIF11,TTK,0.9166667,0.9035947918891908
IFI30,0.7941176,SDS,0.98539865,False,IFI30,SDS,0.9289216,0.902812659740448
CCNB1,0.7941176,TTK,1.0,False,CCNB1,TTK,0.9142157,0.9027778506278992
ERCC6L,0.7941176,TTK,1.0,False,ERCC6L,TTK,0.90931374,0.9011437892913818
NEK2,0.7941176,TTK,1.0,False,NEK2,TTK,0.90931374,0.9011437892913818
FAM201A,0.8751111,FAM95C,0.8838922,False,FAM201A,FAM95C,0.9403802,0.8997945189476013
AURKA,0.7794118,CENPF,0.98539865,False,AURKA,CENPF,0.9313725,0.8987276554107666
CKAP2L,0.7794118,TTK,1.0,False,CKAP2L,TTK,0.9166667,0.8986928462982178
KIF4A,0.7794118,CENPF,1.0,False,KIF4A,CENPF,0.9166667,0.8986928462982178
LHX2,0.7794118,CENPF,0.98539865,False,LHX2,CENPF,0.9289216,0.8979106545448303
KIF4A,0.7794118,TTK,1.0,False,KIF4A,TTK,0.9142157,0.8978757858276367
CDCA5,0.7941176,TTK,1.0,False,CDCA5,TTK,0.8995098,0.8978757858276367
COCH,0.8088235,LOC100506071,0.9560848,False,COCH,LOC100506071,0.9264706,0.8971262574195862
CDC25C,0.7941176,TTK,0.98539865,False,CDC25C,TTK,0.90931374,0.8962766528129578
NEK2,0.7941176,SPC25,0.97036463,False,NEK2,SPC25,0.92401963,0.8961672782897949
GTSE1,0.7794118,TTK,1.0,False,GTSE1,TTK,0.9044118,0.8946078419685364
KIFC1,0.7794118,CENPF,1.0,False,KIFC1,CENPF,0.9019608,0.8937909007072449
FAM72D,0.7941176,TTK,0.98539865,False,FAM72D,TTK,0.8995098,0.8930087089538574
CDC20,0.7647059,CENPF,1.0,False,CDC20,CENPF,0.9142157,0.8929738998413086
NCAPG,0.7647059,CENPF,1.0,False,NCAPG,CENPF,0.9117647,0.8921568393707275
CDC25C,0.7794118,ESPL1,0.98539865,False,CDC25C,ESPL1,0.90686274,0.8905577659606934
CXCL9,0.7794118,CD80,0.97036463,False,CXCL9,CD80,0.92156863,0.8904483318328857
KNL1,0.7647059,CENPF,1.0,False,KNL1,CENPF,0.9044118,0.8897058963775635
SKA3,0.7647059,TTK,1.0,False,SKA3,TTK,0.9019608,0.8888888955116272
LOC105371050,0.8088235,SPC25,0.9161209,False,LOC105371050,SPC25,0.9411765,0.8887069225311279
ANLN,0.7647059,ASPM,0.98539865,False,ANLN,ASPM,0.9117647,0.8872897624969482
CDCA2,0.75,CENPF,1.0,False,CDCA2,CENPF,0.9117647,0.8872548937797546
KRT8,0.8235294,MIR9898,0.8989463,False,KRT8,MIR9898,0.9387255,0.8870670795440674
