"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MF","GO:0042975","peroxisome proliferator activated receptor binding","1/7","11/18496",0.00415631502146119,0.0344064223073773,0.0130784646197633,"6867",1
"MF","GO:0070700","BMP receptor binding","1/7","11/18496",0.00415631502146119,0.0344064223073773,0.0130784646197633,"651",1
"MF","GO:0035259","nuclear glucocorticoid receptor binding","1/7","12/18496",0.0045334265061705,0.0344064223073773,0.0130784646197633,"6867",1
"MF","GO:0003713","transcription coactivator activity","2/7","280/18496",0.00456071226825543,0.0344064223073773,0.0130784646197633,"23286/6867",2
"MF","GO:0046965","nuclear retinoid X receptor binding","1/7","17/18496",0.00641714840744179,0.0344064223073773,0.0130784646197633,"6867",1
"MF","GO:0070696","transmembrane receptor protein serine/threonine kinase binding","1/7","23/18496",0.00867358090804915,0.0344064223073773,0.0130784646197633,"651",1
"MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/7","24/18496",0.00904922562919042,0.0344064223073773,0.0130784646197633,"5743",1
"MF","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","1/7","25/18496",0.00942474833493945,0.0344064223073773,0.0130784646197633,"5743",1
"MF","GO:0042974","nuclear retinoic acid receptor binding","1/7","26/18496",0.00980014905832483,0.0344064223073773,0.0130784646197633,"6867",1
"MF","GO:0033612","receptor serine/threonine kinase binding","1/7","29/18496",0.0109256196644832,0.0344064223073773,0.0130784646197633,"651",1
"MF","GO:0046966","nuclear thyroid hormone receptor binding","1/7","29/18496",0.0109256196644832,0.0344064223073773,0.0130784646197633,"6867",1
"MF","GO:0008327","methyl-CpG binding","1/7","31/18496",0.0116753240953129,0.0344064223073773,0.0130784646197633,"10481",1
"MF","GO:0030296","protein tyrosine kinase activator activity","1/7","33/18496",0.0124245413887751,0.0344064223073773,0.0130784646197633,"4058",1
"MF","GO:0030331","nuclear estrogen receptor binding","1/7","39/18496",0.0146692730824077,0.0377209879261913,0.0143383872234061,"6867",1
"MF","GO:0004601","peroxidase activity","1/7","55/18496",0.0206338559163796,0.0449828590033985,0.0170987475743912,"5743",1
"MF","GO:0030374","nuclear receptor coactivator activity","1/7","55/18496",0.0206338559163796,0.0449828590033985,0.0170987475743912,"6867",1
"MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","1/7","57/18496",0.0213772481053476,0.0449828590033985,0.0170987475743912,"5743",1
"MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","1/7","60/18496",0.0224914295016992,0.0449828590033985,0.0170987475743912,"4058",1
