"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007159","leukocyte cell-cell adhesion","48/346","419/18870",1.5689458457664e-24,5.42227684296868e-21,4.12550181339418e-21,"3383/7805/11151/3575/26191/3689/80380/8767/942/920/3659/55423/11006/3561/56253/84868/3594/10673/941/7412/5788/54440/29851/3683/6352/6693/84830/3606/5880/5724/923/11314/3553/8740/970/1236/3932/921/2650/4973/2529/3718/8744/101/916/3620/6280/2625",48
"BP","GO:0050863","regulation of T cell activation","45/346","381/18870",1.38933485661058e-23,2.40077063222308e-20,1.82660972200696e-20,"3604/7805/115004/11151/3575/26191/80380/8767/942/920/3659/55423/11006/3561/56253/84868/3594/10673/941/7412/10538/5788/54440/29851/6352/6693/3606/5880/923/11314/3553/8740/970/1236/27240/3932/914/257101/921/3718/8744/101/916/3620/2625",45
"BP","GO:1903131","mononuclear cell differentiation","48/346","481/18870",6.39742985633925e-22,7.36983919450281e-19,5.60729115127559e-19,"3604/1794/64919/116071/150372/3575/55619/26191/9935/8767/942/920/3659/56833/11006/3561/56253/3594/10673/941/7412/10538/5788/54440/6693/3606/915/3553/10537/54209/1236/3932/925/914/257101/3702/2529/3718/8744/101/387357/8320/55365/28959/916/2625/91543/81501",48
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","43/346","382/18870",9.75854881308176e-22,8.43138617450264e-19,6.41496182502059e-19,"7805/11151/3575/26191/3689/80380/8767/942/920/3659/55423/11006/3561/56253/84868/3594/10673/941/7412/5788/54440/29851/6352/6693/84830/3606/5724/923/11314/3553/8740/970/1236/3932/921/2650/2529/3718/8744/101/916/3620/2625",43
"BP","GO:0002757","immune response-activating signaling pathway","47/346","473/18870",2.13309507249594e-21,1.47439531410919e-18,1.12178347180944e-18,"1520/7805/115004/115362/8638/150372/26191/89857/8767/2359/2672/3659/834/11006/4068/84868/4277/5788/330/9447/3783/81622/64005/8061/53347/915/11314/146722/926/54209/1236/3932/925/958/50852/28755/3702/952/387357/79931/3507/916/3502/84885/2633/2625/91543",47
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","36/346","275/18870",1.56780601072167e-20,9.03056262175679e-18,6.87084107856618e-18,"11151/3575/26191/3689/80380/8767/942/920/55423/11006/3561/84868/3594/10673/941/7412/5788/54440/29851/6352/6693/3606/5724/923/3553/8740/970/1236/3932/921/2650/2529/8744/101/916/2625",36
"BP","GO:0002764","immune response-regulating signaling pathway","47/346","500/18870",2.14759347615544e-20,1.06029757908475e-17,8.06720075704707e-18,"1520/7805/115004/115362/8638/150372/26191/89857/8767/2359/2672/3659/834/11006/4068/84868/4277/5788/330/9447/3783/81622/64005/8061/53347/915/11314/146722/926/54209/1236/3932/925/958/50852/28755/3702/952/387357/79931/3507/916/3502/84885/2633/2625/91543",47
"BP","GO:0022407","regulation of cell-cell adhesion","46/346","493/18870",7.62936246411454e-20,3.01877633445453e-17,2.29681508390211e-17,"7805/11151/3575/26191/3689/80380/8767/942/920/3659/55423/11006/3561/56253/84868/3594/10673/941/7412/5788/54440/29851/6352/6693/84830/3606/5724/923/11314/3553/8740/970/1236/3932/921/2650/5329/3557/2529/3718/8744/101/916/3620/2625/335",46
"BP","GO:0030217","T cell differentiation","37/346","307/18870",7.86139670430867e-20,3.01877633445453e-17,2.29681508390211e-17,"3604/1794/64919/3575/26191/9935/8767/942/920/3659/11006/3561/56253/3594/941/10538/5788/54440/6693/3606/915/3553/1236/3932/925/914/257101/3702/2529/3718/8744/101/387357/8320/916/2625/91543",37
"BP","GO:0050867","positive regulation of cell activation","41/346","396/18870",2.07003018015804e-19,7.15402430262619e-17,5.44308988424714e-17,"11151/3575/26191/3689/80380/8767/942/920/55423/11006/3561/84868/3594/10673/941/7412/5788/5341/54440/29851/353514/6352/6693/3606/5724/923/3553/8740/54209/970/1236/3932/958/914/921/6195/8744/101/952/916/2625",41
