"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0001889","liver development","4/30","142/18870",7.23485040435137e-05,0.0278890286755887,0.0203513332626581,"1030/55897/6662/8928",4
"BP","GO:0061008","hepaticobiliary system development","4/30","145/18870",7.84688901503384e-05,0.0278890286755887,0.0203513332626581,"1030/55897/6662/8928",4
"BP","GO:0003418","growth plate cartilage chondrocyte differentiation","2/30","10/18870",0.000109087003250723,0.0278890286755887,0.0203513332626581,"6662/85301",2
"BP","GO:0003139","secondary heart field specification","2/30","11/18870",0.000133196742533569,0.0278890286755887,0.0203513332626581,"55897/8928",2
"BP","GO:0050680","negative regulation of epithelial cell proliferation","4/30","173/18870",0.000155222478172137,0.0278890286755887,0.0203513332626581,"1030/6662/3664/91862",4
"BP","GO:0030858","positive regulation of epithelial cell differentiation","3/30","72/18870",0.000200826388375105,0.0278890286755887,0.0203513332626581,"1030/55897/6662",3
"BP","GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","2/30","15/18870",0.000253280785146618,0.0278890286755887,0.0203513332626581,"6662/85301",2
"BP","GO:0048368","lateral mesoderm development","2/30","15/18870",0.000253280785146618,0.0278890286755887,0.0203513332626581,"55897/8928",2
"BP","GO:0070365","hepatocyte differentiation","2/30","15/18870",0.000253280785146618,0.0278890286755887,0.0203513332626581,"55897/8928",2
"BP","GO:0003128","heart field specification","2/30","17/18870",0.000327410864468478,0.0324464166688262,0.0236769751462994,"55897/8928",2
"BP","GO:0030903","notochord development","2/30","19/18870",0.000410857924203366,0.0370145638986851,0.0270104683184414,"6662/85301",2
"BP","GO:0003417","growth plate cartilage development","2/30","20/18870",0.000456057815219777,0.0376627745735666,0.0274834841277182,"6662/85301",2
"BP","GO:0060560","developmental growth involved in morphogenesis","4/30","244/18870",0.000573818180077312,0.0433095670411556,0.0316040921528216,"6860/55897/6662/66000",4
"BP","GO:0048732","gland development","5/30","443/18870",0.000611840503104116,0.0433095670411556,0.0316040921528216,"1030/55897/6662/3664/8928",5
"BP","GO:0030277","maintenance of gastrointestinal epithelium","2/30","24/18870",0.0006598705183127,0.0435954455765257,0.0318127049881281,"6662/55765",2
