"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0032525","somite rostral/caudal axis specification","1/5","11/18870",0.00291159147453202,0.039652802491776,0.011537828709631,"145873",1
"BP","GO:0099624","atrial cardiac muscle cell membrane repolarization","1/5","11/18870",0.00291159147453202,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1902260","negative regulation of delayed rectifier potassium channel activity","1/5","11/18870",0.00291159147453202,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0007567","parturition","1/5","15/18870",0.00396866894543602,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0036446","myofibroblast differentiation","1/5","15/18870",0.00396866894543602,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","1/5","16/18870",0.00423279817668898,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0086014","atrial cardiac muscle cell action potential","1/5","19/18870",0.00502484968560124,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","1/5","19/18870",0.00502484968560124,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0086066","atrial cardiac muscle cell to AV node cell communication","1/5","19/18870",0.00502484968560124,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1902259","regulation of delayed rectifier potassium channel activity","1/5","19/18870",0.00502484968560124,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1903817","negative regulation of voltage-gated potassium channel activity","1/5","19/18870",0.00502484968560124,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0097623","potassium ion export across plasma membrane","1/5","20/18870",0.00528875482334301,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","1/5","23/18870",0.00608013426567855,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0007190","activation of adenylate cyclase activity","1/5","25/18870",0.00660744067394692,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0017121","plasma membrane phospholipid scrambling","1/5","25/18870",0.00660744067394692,0.039652802491776,0.011537828709631,"57047",1
"BP","GO:0086013","membrane repolarization during cardiac muscle cell action potential","1/5","25/18870",0.00660744067394692,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","1/5","26/18870",0.00687100993882506,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0099623","regulation of cardiac muscle cell membrane repolarization","1/5","28/18870",0.00739798063461161,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0099625","ventricular cardiac muscle cell membrane repolarization","1/5","28/18870",0.00739798063461161,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1901380","negative regulation of potassium ion transmembrane transport","1/5","30/18870",0.00792472761115015,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0045762","positive regulation of adenylate cyclase activity","1/5","31/18870",0.00818801722696472,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0086011","membrane repolarization during action potential","1/5","31/18870",0.00818801722696472,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0030212","hyaluronan metabolic process","1/5","34/18870",0.0089775506914298,0.039652802491776,0.011537828709631,"80760",1
"BP","GO:0086019","cell-cell signaling involved in cardiac conduction","1/5","34/18870",0.0089775506914298,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0086005","ventricular cardiac muscle cell action potential","1/5","35/18870",0.00924061674826471,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0043267","negative regulation of potassium ion transport","1/5","37/18870",0.00976658126835528,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:1901381","positive regulation of potassium ion transmembrane transport","1/5","37/18870",0.00976658126835528,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0060306","regulation of membrane repolarization","1/5","38/18870",0.0100294797494074,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0086091","regulation of heart rate by cardiac conduction","1/5","38/18870",0.0100294797494074,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0031281","positive regulation of cyclase activity","1/5","39/18870",0.010292322389661,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0099622","cardiac muscle cell membrane repolarization","1/5","39/18870",0.010292322389661,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0051349","positive regulation of lyase activity","1/5","40/18870",0.0105551091980115,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0000578","embryonic axis specification","1/5","42/18870",0.0110805153545845,0.039652802491776,0.011537828709631,"145873",1
"BP","GO:0060443","mammary gland morphogenesis","1/5","43/18870",0.0113431347205941,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:0043268","positive regulation of potassium ion transport","1/5","44/18870",0.0116056982902759,0.039652802491776,0.011537828709631,"23630",1
"BP","GO:0045761","regulation of adenylate cyclase activity","1/5","44/18870",0.0116056982902759,0.039652802491776,0.011537828709631,"59350",1
"BP","GO:2001258","negative regulation of cation channel activity","1/5","49/18870",0.0129176795049316,0.0415458231601252,0.012088643452668,"23630",1
"BP","GO:0045332","phospholipid translocation","1/5","52/18870",0.0137041992466934,0.0415458231601252,0.012088643452668,"57047",1
"BP","GO:0086002","cardiac muscle cell action potential involved in contraction","1/5","53/18870",0.0139662610494233,0.0415458231601252,0.012088643452668,"23630",1
"BP","GO:0031279","regulation of cyclase activity","1/5","54/18870",0.0142282671446963,0.0415458231601252,0.012088643452668,"59350",1
"BP","GO:0086009","membrane repolarization","1/5","54/18870",0.0142282671446963,0.0415458231601252,0.012088643452668,"23630",1
"BP","GO:0034204","lipid translocation","1/5","57/18870",0.0150139512745906,0.0415458231601252,0.012088643452668,"57047",1
"BP","GO:1901016","regulation of potassium ion transmembrane transporter activity","1/5","57/18870",0.0150139512745906,0.0415458231601252,0.012088643452668,"23630",1
"BP","GO:0051339","regulation of lyase activity","1/5","58/18870",0.0152757346288469,0.0415458231601252,0.012088643452668,"59350",1
"BP","GO:0086065","cell communication involved in cardiac conduction","1/5","58/18870",0.0152757346288469,0.0415458231601252,0.012088643452668,"23630",1
"BP","GO:0009948","anterior/posterior axis specification","1/5","59/18870",0.0155374623200468,0.0415458231601252,0.012088643452668,"145873",1
"BP","GO:0097035","regulation of membrane lipid distribution","1/5","62/18870",0.0163223115040761,0.0427158364893908,0.0124290837880983,"57047",1
"BP","GO:0001756","somitogenesis","1/5","66/18870",0.0173679983384347,0.044505495742239,0.0129498233225171,"145873",1
"BP","GO:0032413","negative regulation of ion transmembrane transporter activity","1/5","73/18870",0.0191958103454449,0.0461000640151336,0.0134137969748784,"23630",1
"BP","GO:0009880","embryonic pattern specification","1/5","74/18870",0.0194567041555357,0.0461000640151336,0.0134137969748784,"145873",1
"BP","GO:0001707","mesoderm formation","1/5","75/18870",0.019717542444492,0.0461000640151336,0.0134137969748784,"145873",1
"BP","GO:0086001","cardiac muscle cell action potential","1/5","76/18870",0.0199783252211762,0.0461000640151336,0.0134137969748784,"23630",1
"BP","GO:0086003","cardiac muscle cell contraction","1/5","76/18870",0.0199783252211762,0.0461000640151336,0.0134137969748784,"23630",1
"BP","GO:0048332","mesoderm morphogenesis","1/5","77/18870",0.0202390524944489,0.0461000640151336,0.0134137969748784,"145873",1
"BP","GO:0140115","export across plasma membrane","1/5","82/18870",0.0215418566197237,0.0481754248041095,0.0140176674654662,"23630",1
"BP","GO:0061053","somite development","1/5","85/18870",0.0223228736208659,0.0487319564338689,0.0141796022143906,"145873",1
"BP","GO:1901379","regulation of potassium ion transmembrane transport","1/5","86/18870",0.0225831017620368,0.0487319564338689,0.0141796022143906,"23630",1
"BP","GO:1903510","mucopolysaccharide metabolic process","1/5","92/18870",0.0241433072069324,0.0495644268032347,0.0144218272255882,"80760",1
"BP","GO:1904063","negative regulation of cation transmembrane transport","1/5","92/18870",0.0241433072069324,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0061337","cardiac conduction","1/5","97/18870",0.0254419558814477,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0009798","axis specification","1/5","98/18870",0.02570151962835,0.0495644268032347,0.0144218272255882,"145873",1
"BP","GO:0032410","negative regulation of transporter activity","1/5","98/18870",0.02570151962835,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0034766","negative regulation of monoatomic ion transmembrane transport","1/5","100/18870",0.0262204812048824,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0002027","regulation of heart rate","1/5","102/18870",0.0267392216173106,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0043266","regulation of potassium ion transport","1/5","102/18870",0.0267392216173106,0.0495644268032347,0.0144218272255882,"23630",1
"BP","GO:0015914","phospholipid transport","1/5","103/18870",0.0269985089090791,0.0495644268032347,0.0144218272255882,"57047",1
"BP","GO:0035282","segmentation","1/5","103/18870",0.0269985089090791,0.0495644268032347,0.0144218272255882,"145873",1
"BP","GO:0070252","actin-mediated cell contraction","1/5","105/18870",0.0275169177079038,0.0497732482069436,0.0144825882673178,"23630",1
"MF","GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","1/5","12/18496",0.00324008801584863,0.0418375613319454,0.0127856723934638,"23630",1
"MF","GO:0017128","phospholipid scramblase activity","1/5","15/18496",0.0040487962579302,0.0418375613319454,0.0127856723934638,"57047",1
"MF","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","1/5","15/18496",0.0040487962579302,0.0418375613319454,0.0127856723934638,"23630",1
