"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050863","regulation of T cell activation","22/118","381/18870",2.02628623330121e-15,3.86412784690541e-12,3.09275267188079e-12,"3575/10673/941/29851/3604/10538/6352/11006/1236/3561/3606/3594/56253/55423/914/921/970/27240/3620/26279/2625/8744",22
"BP","GO:0030217","T cell differentiation","20/118","307/18870",4.41643309067055e-15,4.21106895195437e-12,3.37043577972227e-12,"64919/3575/941/3604/8320/3702/10538/11006/925/1236/3561/3606/3594/56253/914/915/26279/387357/2625/8744",20
"BP","GO:0002757","immune response-activating signaling pathway","22/118","473/18870",1.69014008521697e-13,9.1204153795329e-11,7.29975563730451e-11,"53347/79931/115362/146722/8638/330/4068/3702/50852/11006/925/926/1236/9447/915/952/4277/28755/3507/3502/387357/2625",22
"BP","GO:1903131","mononuclear cell differentiation","22/118","481/18870",2.36875410452388e-13,9.1204153795329e-11,7.29975563730451e-11,"64919/3575/10673/941/10537/3604/8320/3702/10538/11006/925/1236/3561/3606/3594/56253/914/915/26279/387357/2625/8744",22
"BP","GO:0030098","lymphocyte differentiation","21/118","429/18870",2.3912992604963e-13,9.1204153795329e-11,7.29975563730451e-11,"64919/3575/10673/941/3604/8320/3702/10538/11006/925/1236/3561/3606/3594/56253/914/915/26279/387357/2625/8744",21
"BP","GO:0002764","immune response-regulating signaling pathway","22/118","500/18870",5.1493890310848e-13,1.63664748037978e-10,1.30993229738122e-10,"53347/79931/115362/146722/8638/330/4068/3702/50852/11006/925/926/1236/9447/915/952/4277/28755/3507/3502/387357/2625",22
"BP","GO:0002449","lymphocyte mediated immunity","19/118","368/18870",1.45423898315252e-12,3.57926862198825e-10,2.86475837048159e-10,"57823/3575/3560/941/4068/10538/11006/925/3606/3594/56253/10225/3383/914/970/4277/3507/3502/2625",19
"BP","GO:0007159","leukocyte cell-cell adhesion","20/118","419/18870",1.50152852521793e-12,3.57926862198825e-10,2.86475837048159e-10,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/56253/55423/3383/921/970/3620/4973/26279/2625/8744",20
"BP","GO:0050851","antigen receptor-mediated signaling pathway","15/118","205/18870",2.80433588083519e-12,5.94207613861412e-10,4.75589125989594e-10,"53347/4068/3702/50852/11006/925/926/1236/915/952/28755/3507/3502/387357/2625",15
"BP","GO:0046631","alpha-beta T cell activation","14/118","181/18870",7.36447182318513e-12,1.4044047766814e-09,1.12405096248615e-09,"64919/941/8320/3702/10538/11006/3561/3606/3594/56253/915/28755/26279/2625",14
"BP","GO:0002443","leukocyte mediated immunity","20/118","466/18870",1.04104439162457e-11,1.80479241348005e-09,1.44451135679964e-09,"57823/3575/3560/941/4068/10538/11006/925/3606/3594/56253/10225/3383/914/970/4277/6813/3507/3502/2625",20
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","17/118","318/18870",1.3997803506154e-11,2.22448427385298e-09,1.78042237578275e-09,"53347/79931/4068/3702/50852/11006/925/926/1236/915/952/4277/28755/3507/3502/387357/2625",17
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","18/118","382/18870",2.70923744239018e-11,3.97424292510621e-09,3.18088606596418e-09,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/56253/55423/921/970/3620/26279/2625/8744",18
"BP","GO:0050870","positive regulation of T cell activation","15/118","251/18870",5.08200468796705e-11,6.70768004897599e-09,5.36866175641828e-09,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/921/970/2625/8744",15
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","17/118","346/18870",5.27609862268693e-11,6.70768004897599e-09,5.36866175641828e-09,"53347/79931/4068/3702/50852/11006/925/926/1236/915/952/4277/28755/3507/3502/387357/2625",17
"BP","GO:0050852","T cell receptor signaling pathway","12/118","144/18870",1.04837697086192e-10,1.24953430214605e-08,1.00009645246696e-08,"53347/4068/3702/50852/11006/925/926/1236/915/28755/387357/2625",12
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","15/118","275/18870",1.83439825310287e-10,2.05776321686304e-08,1.64698295170226e-08,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/921/970/2625/8744",15
"BP","GO:0002696","positive regulation of leukocyte activation","17/118","380/18870",2.2611846329923e-10,2.39559949728685e-08,1.91737878236189e-08,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/914/921/970/952/2625/8744",17
"BP","GO:0051251","positive regulation of lymphocyte activation","16/118","330/18870",2.47601881100037e-10,2.48514098556722e-08,1.98904558224407e-08,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/921/970/952/2625/8744",16
"BP","GO:0046632","alpha-beta T cell differentiation","11/118","124/18870",3.32565695525041e-10,3.17101390683127e-08,2.53800136058584e-08,"64919/941/8320/3702/10538/11006/3561/3606/3594/26279/2625",11
"BP","GO:0050867","positive regulation of cell activation","17/118","396/18870",4.26204941494489e-10,3.87034677823805e-08,3.09773015121308e-08,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/914/921/970/952/2625/8744",17
"BP","GO:0042129","regulation of T cell proliferation","12/118","182/18870",1.5798546763032e-09,1.32104719262678e-07,1.05733360710338e-07,"10673/941/3604/6352/11006/3606/3594/56253/970/3620/26279/8744",12
"BP","GO:0022409","positive regulation of cell-cell adhesion","15/118","322/18870",1.6245402840151e-09,1.32104719262678e-07,1.05733360710338e-07,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/55423/921/970/2625/8744",15
"BP","GO:0022407","regulation of cell-cell adhesion","18/118","493/18870",1.66256594772117e-09,1.32104719262678e-07,1.05733360710338e-07,"3575/10673/941/29851/6352/11006/1236/3561/3606/3594/56253/55423/921/970/3620/26279/2625/8744",18
"BP","GO:0050670","regulation of lymphocyte proliferation","13/118","238/18870",3.17690214104484e-09,2.42334095318901e-07,1.9395823597958e-07,"10673/941/3604/6352/11006/3606/3594/56253/970/952/3620/26279/8744",13
"BP","GO:0032944","regulation of mononuclear cell proliferation","13/118","242/18870",3.88591579823964e-09,2.85016977970884e-07,2.28120563054554e-07,"10673/941/3604/6352/11006/3606/3594/56253/970/952/3620/26279/8744",13
"BP","GO:0046651","lymphocyte proliferation","14/118","307/18870",7.742439212025e-09,5.46845613975247e-07,4.37681748827924e-07,"3575/10673/941/3604/6352/11006/3606/3594/56253/970/952/3620/26279/8744",14
"BP","GO:0002456","T cell mediated immunity","10/118","129/18870",8.18198438315797e-09,5.57251579238651e-07,4.46010426901468e-07,"3575/941/11006/925/3606/3594/3383/970/4277/2625",10
"BP","GO:0042098","T cell proliferation","12/118","213/18870",9.37414034873765e-09,6.16430539484231e-07,4.93375807828297e-07,"10673/941/3604/6352/11006/3606/3594/56253/970/3620/26279/8744",12
"BP","GO:0032943","mononuclear cell proliferation","14/118","314/18870",1.03064447189445e-08,6.55146335967571e-07,5.24362976928754e-07,"3575/10673/941/3604/6352/11006/3606/3594/56253/970/952/3620/26279/8744",14
"BP","GO:0070663","regulation of leukocyte proliferation","13/118","267/18870",1.26337632498654e-08,7.77180210241722e-07,6.22035881572321e-07,"10673/941/3604/6352/11006/3606/3594/56253/970/952/3620/26279/8744",13
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","15/118","380/18870",1.51827865224334e-08,9.04611533658874e-07,7.24028771454402e-07,"3575/10673/3560/941/10538/11006/925/3606/3594/3383/970/4277/3507/3502/2625",15
"BP","GO:0001906","cell killing","12/118","223/18870",1.56540013690314e-08,9.04611533658874e-07,7.24028771454402e-07,"57823/3575/115362/4068/3001/3606/3594/56253/3383/914/4277/6813",12
"BP","GO:0001909","leukocyte mediated cytotoxicity","10/118","140/18870",1.80217174251602e-08,9.98693589991005e-07,7.99329730073114e-07,"57823/3575/4068/3606/3594/56253/3383/914/4277/6813",10
