"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002685","regulation of leukocyte migration","9/64","236/18805",0.038135593220339,11.2053098516949,9.21948509442928,1.00211322084105e-07,0.000174968968358847,0.00014483173181208,"8784/1893/683/7060/84830/54209/11151/11314/8740",9
"BP","GO:0050900","leukocyte migration","10/64","395/18805",0.0253164556962025,7.43868670886076,7.55766565814419,8.22780310618208e-07,0.000718287211169696,0.000594567034988842,"8784/1893/7852/683/7060/84830/54209/11151/11314/8740",10
"BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway","6/64","163/18805",0.0368098159509202,10.815759202454,7.3551269681868,1.9138984949726e-05,0.0111388892407405,0.00922028994244694,"3925/5341/54209/133/9628/5653",6
"BP","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","4/64","66/18805",0.0606060606060606,17.8077651515152,7.99332481633943,7.50509363087826e-05,0.0254316138977955,0.0210511882086413,"54209/219790/8877/8740",4
"BP","GO:2000401","regulation of lymphocyte migration","4/64","70/18805",0.0571428571428571,16.7901785714286,7.73442336492452,9.45119384317156e-05,0.0254316138977955,0.0210511882086413,"1893/84830/11151/8740",4
"BP","GO:0050920","regulation of chemotaxis","6/64","217/18805",0.0276497695852535,8.12427995391705,6.16841010561149,9.45661604508517e-05,0.0254316138977955,0.0210511882086413,"7852/683/7060/54209/64094/8740",6
"BP","GO:0071674","mononuclear cell migration","6/64","230/18805",0.0260869565217391,7.66508152173913,5.94324591352938,0.000130065195633517,0.0254316138977955,0.0210511882086413,"1893/7852/84830/54209/11151/8740",6
"BP","GO:0050921","positive regulation of chemotaxis","5/64","146/18805",0.0342465753424658,10.0626070205479,6.42397913460608,0.000138926885990229,0.0254316138977955,0.0210511882086413,"7852/7060/54209/64094/8740",5
"BP","GO:0071675","regulation of mononuclear cell migration","5/64","148/18805",0.0337837837837838,9.92662584459459,6.3711233250835,0.000148073422614978,0.0254316138977955,0.0210511882086413,"1893/84830/54209/11151/8740",5
"BP","GO:0002687","positive regulation of leukocyte migration","5/64","152/18805",0.0328947368421053,9.66539884868421,6.26837159397661,0.000167744115171696,0.0254316138977955,0.0210511882086413,"8784/7060/54209/11151/8740",5
"BP","GO:0006935","chemotaxis","8/64","466/18805",0.0171673819742489,5.04425965665236,5.16610099466095,0.000175587306792403,0.0254316138977955,0.0210511882086413,"7852/683/7060/54209/64094/11151/8740/7477",8
"BP","GO:0042330","taxis","8/64","468/18805",0.0170940170940171,5.02270299145299,5.14986068302336,0.000180788811980783,0.0254316138977955,0.0210511882086413,"7852/683/7060/54209/64094/11151/8740/7477",8
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","5/64","156/18805",0.032051282051282,9.41756810897436,6.16935685166657,0.000189353368082097,0.0254316138977955,0.0210511882086413,"8784/683/7060/54209/353514",5
"BP","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","4/64","107/18805",0.0373831775700935,10.9842289719626,6.05239928542726,0.000484192377184621,0.0482220147107476,0.0399160946511463,"54209/219790/8877/8740",4
"BP","GO:0045766","positive regulation of angiogenesis","5/64","192/18805",0.0260416666666667,7.65177408854167,5.41375558325255,0.000492903202818278,0.0482220147107476,0.0399160946511463,"1893/7852/64094/133/8877",5
"BP","GO:1904018","positive regulation of vasculature development","5/64","195/18805",0.0256410256410256,7.53405448717949,5.35976315337019,0.000528922911680252,0.0482220147107476,0.0399160946511463,"1893/7852/64094/133/8877",5
"BP","GO:0072676","lymphocyte migration","4/64","110/18805",0.0363636363636364,10.6846590909091,5.95301084179302,0.000537557413413855,0.0482220147107476,0.0399160946511463,"1893/84830/11151/8740",4
"BP","GO:0032611","interleukin-1 beta production","4/64","111/18805",0.036036036036036,10.5884009009009,5.92073034829185,0.000556239345044814,0.0482220147107476,0.0399160946511463,"54209/89832/8877/353514",4
"BP","GO:0032651","regulation of interleukin-1 beta production","4/64","111/18805",0.036036036036036,10.5884009009009,5.92073034829185,0.000556239345044814,0.0482220147107476,0.0399160946511463,"54209/89832/8877/353514",4
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","5/64","198/18805",0.0252525252525253,7.41990214646465,5.30690792583844,0.00056688989699631,0.0482220147107476,0.0399160946511463,"8784/683/7060/54209/353514",5
"BP","GO:0018212","peptidyl-tyrosine modification","5/64","199/18805",0.0251256281407035,7.38261620603015,5.28953491805647,0.00057998986765504,0.0482220147107476,0.0399160946511463,"8784/683/7060/54209/353514",5
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","4/64","116/18805",0.0344827586206897,10.1320043103448,5.76528523008447,0.000656635470247867,0.0499052073264918,0.0413093685773638,"8784/7060/54209/353514",4
"BP","GO:2000404","regulation of T cell migration","3/64","50/18805",0.06,17.6296875,6.88064710040952,0.000657399638321484,0.0499052073264918,0.0413093685773638,"1893/11151/8740",3
