"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0030217","T cell differentiation","21/212","324/18805",0.0648148148148148,5.74925751222921,9.20775610140534,1.22972722141804e-10,2.34549862532198e-07,2.0662036431587e-07,"26279/864/257101/3932/914/3142/91543/925/3553/1493/29851/8320/3575/3659/3702/1794/915/7480/1236/11006/3561",21
"BP","GO:0050852","T cell receptor signaling pathway","15/212","151/18805",0.0993377483443709,8.81153942271648,10.2909965683521,1.71957377223019e-10,2.34549862532198e-07,2.0662036431587e-07,"257101/3932/2633/925/926/150771/1493/3702/5795/915/28755/1236/3783/11006/53347",15
"BP","GO:0030098","lymphocyte differentiation","23/212","432/18805",0.0532407407407407,4.72260438504542,8.35828234334294,7.54641976469009e-10,6.86221103935819e-07,6.04507941150438e-07,"26279/864/257101/3932/914/3142/91543/925/3553/1493/29851/55619/8320/3575/3659/3702/1794/5795/915/7480/1236/11006/3561",23
"BP","GO:0050851","antigen receptor-mediated signaling pathway","15/212","213/18805",0.0704225352112676,6.24667818230136,8.22298484687218,2.01010471483115e-08,1.37089141551485e-05,1.20764975367356e-05,"257101/3932/2633/925/926/150771/1493/3702/5795/915/28755/1236/3783/11006/53347",15
"BP","GO:0046631","alpha-beta T cell activation","14/212","201/18805",0.0696517412935323,6.17830658030602,7.88135590082053,6.93191101922428e-08,3.78205065208877e-05,3.33169533829243e-05,"26279/864/257101/3142/91543/29851/8320/3659/3702/1794/915/28755/11006/3561",14
"BP","GO:0050856","regulation of T cell receptor signaling pathway","8/212","52/18805",0.153846153846154,13.6465892597968,9.75119913932292,1.12382256516872e-07,5.10964659630045e-05,4.50120511628103e-05,"3932/2633/150771/5795/1236/3783/11006/53347",8
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","18/212","372/18805",0.0483870967741935,4.29207242848448,6.84795908676035,2.41857652370886e-07,9.42553822382539e-05,8.30317323853734e-05,"257101/3932/2633/925/926/150771/1493/3702/5795/915/28755/1236/3783/2359/11006/958/53347/3654",18
"BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","17/212","340/18805",0.05,4.43514150943396,6.82539440273093,3.34343774369209e-07,0.0001140112270599,0.000100435110116435,"257101/3932/2633/925/926/150771/1493/3702/5795/915/28755/1236/3783/2359/11006/53347/3654",17
"BP","GO:0046632","alpha-beta T cell differentiation","11/212","138/18805",0.0797101449275362,7.07051544982226,7.64268861052974,4.7500568800262e-07,0.000132164410532951,0.000116426666633249,"26279/864/257101/3142/91543/29851/8320/3659/3702/11006/3561",11
"BP","GO:0007159","leukocyte cell-cell adhesion","19/212","433/18805",0.0438799076212471,3.89227199442241,6.50164390118616,4.95202263951266e-07,0.000132164410532951,0.000116426666633249,"26279/864/5724/3932/3142/3553/1493/29851/5133/3575/3659/921/7480/1236/3383/11006/3689/3561/3654",19
"BP","GO:0050863","regulation of T cell activation","18/212","395/18805",0.0455696202531646,4.04215428707905,6.52486013589289,5.81368374778377e-07,0.000132164410532951,0.000116426666633249,"26279/864/257101/3932/914/3142/3553/1493/29851/5133/3575/3659/4004/921/7480/1236/11006/3561",18
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","18/212","395/18805",0.0455696202531646,4.04215428707905,6.52486013589289,5.81368374778377e-07,0.000132164410532951,0.000116426666633249,"26279/864/5724/3932/3142/3553/1493/29851/5133/3575/3659/921/7480/1236/11006/3689/3561/3654",18
"BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","8/212","73/18805",0.10958904109589,9.72085810286896,7.97162559154776,1.63912380684774e-06,0.000343963826544664,0.000303005639759788,"3932/2633/150771/5795/1236/3783/11006/53347",8
"BP","GO:0006261","DNA-templated DNA replication","11/212","162/18805",0.0679012345679012,6.02303167947822,6.85620574631978,2.32980233414393e-06,0.00045397862625319,0.000399920205176737,"10721/647309/253714/10926/6240/1663/8914/90381/23594/91607/92667",11
"BP","GO:0000280","nuclear division","18/212","448/18805",0.0401785714285714,3.56395299865229,5.86497992229929,3.478640501753e-06,0.000632648752585479,0.00055731482564927,"699/3553/84057/9319/64105/891/84930/11130/9585/9633/9735/221150/9493/9055/29128/79173/22974/150365",18
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","14/212","285/18805",0.0491228070175439,4.35733200926845,6.0983809062702,4.61112329664667e-06,0.000786196522078257,0.000692578584621338,"864/5724/3932/3142/3553/29851/3575/921/7480/1236/11006/3689/3561/3654",14
"BP","GO:0022409","positive regulation of cell-cell adhesion","15/212","337/18805",0.0445103857566766,3.94819718940709,5.83149439323293,6.93904785720964e-06,0.00111351309143929,0.000980919272941772,"864/5724/3932/3142/3553/29851/3575/921/7480/1236/5329/11006/3689/3561/3654",15
"BP","GO:1902105","regulation of leukocyte differentiation","15/212","340/18805",0.0441176470588235,3.91336015538291,5.7886500579612,7.71588737171206e-06,0.00116938559722392,0.00103013864734612,"864/257101/6886/914/3142/7130/1493/1230/3575/3659/28959/55365/7480/11006/3561",15
"BP","GO:0050867","positive regulation of cell activation","16/212","392/18805",0.0408163265306122,3.62052368117058,5.59869955856688,1.01557406168596e-05,0.00145815054751542,0.00128451832843714,"864/6195/3932/914/3142/3553/29851/683/3575/5795/921/7480/1236/11006/958/3561",16
"BP","GO:0000070","mitotic sister chromatid segregation","11/212","193/18805",0.0569948186528497,5.0556017205983,6.04721971596619,1.24873172474412e-05,0.00170327007255098,0.0015004497513636,"699/9319/64105/891/11130/9735/221150/9493/9055/29128/22974",11
"BP","GO:0048285","organelle fission","18/212","498/18805",0.036144578313253,3.2061263923619,5.32788433368819,1.47522027133171e-05,0.00188687988372463,0.00166219585373643,"699/3553/84057/9319/64105/891/84930/11130/9585/9633/9735/221150/9493/9055/29128/79173/22974/150365",18
"BP","GO:0050860","negative regulation of T cell receptor signaling pathway","5/212","29/18805",0.172413793103448,15.2935914118413,8.22540216620224,1.65475017479548e-05,0.00188687988372463,0.00166219585373643,"2633/150771/5795/11006/53347",5
