"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0044772","mitotic cell cycle phase transition","20/243","457/18805",0.0437636761487965,3.38673222213217,5.90994316756331,2.20610365232238e-06,0.00668670017018914,0.00621656787080738,"55143/1031/8317/993/10460/891/7272/54443/10926/1029/1030/1164/84930/2305/10403/147841/898/5933/5988/11040",20
"BP","GO:0048704","embryonic skeletal system morphogenesis","8/243","96/18805",0.0833333333333333,6.44890260631001,6.12400093464621,3.45217833242885e-05,0.0206438157578532,0.0191923786777936,"10736/3232/3207/60529/57453/10265/3216/3219",8
"BP","GO:0000070","mitotic sister chromatid segregation","11/243","193/18805",0.0569948186528497,4.41064841467835,5.44922774399736,4.40409333622459e-05,0.0206438157578532,0.0191923786777936,"55143/126731/64105/891/3833/7272/54892/51203/10615/10403/147841",11
"BP","GO:0007059","chromosome segregation","17/243","431/18805",0.0394431554524362,3.05238081597968,4.93185840640839,4.85001046477858e-05,0.0206438157578532,0.0191923786777936,"64793/55143/126731/55355/1894/10460/64105/891/3833/7272/54892/51203/7156/10615/10403/147841/898",17
"BP","GO:0000819","sister chromatid segregation","12/243","234/18805",0.0512820512820513,3.96855545003693,5.22818953160629,5.57948412566571e-05,0.0206438157578532,0.0191923786777936,"55143/126731/10460/64105/891/3833/7272/54892/51203/10615/10403/147841",12
"BP","GO:0051310","metaphase chromosome alignment","8/243","103/18805",0.0776699029126214,6.01062767190059,5.83421718868326,5.72857056980239e-05,0.0206438157578532,0.0191923786777936,"55143/1894/891/3833/7272/10615/10403/147841",8
"BP","GO:0090068","positive regulation of cell cycle process","13/243","274/18805",0.0474452554744526,3.6716379802349,5.09705518997762,6.10467523141489e-05,0.0206438157578532,0.0191923786777936,"55143/8317/993/1894/891/10926/54892/10635/51203/10615/84440/10403/898",13
"BP","GO:0048706","embryonic skeletal system development","9/243","135/18805",0.0666666666666667,5.15912208504801,5.54896860676439,6.59168990315958e-05,0.0206438157578532,0.0191923786777936,"10736/3232/3207/1750/60529/57453/10265/3216/3219",9
"BP","GO:0008608","attachment of spindle microtubules to kinetochore","6/243","54/18805",0.111111111111111,8.59853680841335,6.39779777401384,6.72868181379289e-05,0.0206438157578532,0.0191923786777936,"55143/1894/891/10615/10403/147841",6
"BP","GO:0000280","nuclear division","17/243","448/18805",0.0379464285714286,2.93655386537331,4.7466106393207,7.80251324947278e-05,0.0206438157578532,0.0191923786777936,"64793/55143/126731/64105/891/3833/7272/54443/54892/1164/84930/10635/51203/10615/10403/147841/898",17
"BP","GO:0140014","mitotic nuclear division","13/243","282/18805",0.0460992907801418,3.5674780375332,4.97040184680708,8.17138687107864e-05,0.0206438157578532,0.0191923786777936,"64793/55143/126731/64105/891/3833/7272/54443/54892/51203/10615/10403/147841",13
"BP","GO:0098813","nuclear chromosome segregation","14/243","322/18805",0.0434782608695652,3.36464483807479,4.89692551654202,8.17307123372609e-05,0.0206438157578532,0.0191923786777936,"55143/126731/1894/10460/64105/891/3833/7272/54892/51203/10615/10403/147841/898",14
"BP","GO:0048285","organelle fission","18/243","498/18805",0.036144578313253,2.79711438345976,4.65047886134306,8.93023970084464e-05,0.020821197333277,0.0193572888090373,"64793/55143/126731/64105/891/3833/7272/113115/54443/54892/1164/84930/10635/51203/10615/10403/147841/898",18
"BP","GO:0051304","chromosome separation","7/243","84/18805",0.0833333333333333,6.44890260631001,5.72664208645708,0.000107289422095018,0.0232281598835713,0.021595021274313,"55143/891/7272/54892/7156/10403/147841",7
"BP","GO:0051303","establishment of chromosome localization","8/243","115/18805",0.0695652173913043,5.38343174091966,5.39478810752421,0.000124808344327232,0.0250376556540613,0.0232772939922284,"55143/1894/891/3833/7272/10615/10403/147841",8
"BP","GO:1901987","regulation of cell cycle phase transition","17/243","468/18805",0.0363247863247863,2.81106011044283,4.5394948010089,0.000132168423116127,0.0250376556540613,0.0232772939922284,"55143/1031/8317/493/993/891/7272/54443/10926/1029/1030/3014/10403/147841/898/5933/5988",17
"BP","GO:0045787","positive regulation of cell cycle","14/243","344/18805",0.0406976744186047,3.14946406354675,4.60360096745046,0.000163514187335053,0.0291536177536791,0.0271038686994388,"55143/6886/8317/993/1894/891/10926/54892/10635/51203/10615/84440/10403/898",14
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","4/243","23/18805",0.173913043478261,13.4585793522992,6.84033539395599,0.000198534264797984,0.0301504092847318,0.0280305772474698,"55143/1894/891/10615",4
"BP","GO:0050000","chromosome localization","8/243","123/18805",0.0650406504065041,5.03328983907123,5.134713045881,0.000198943128107484,0.0301504092847318,0.0280305772474698,"55143/1894/891/3833/7272/10615/10403/147841",8
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","9/243","156/18805",0.0576923076923077,4.46462488129155,4.97171950452286,0.000198946943482229,0.0301504092847318,0.0280305772474698,"80149/3099/5580/683/8838/100033819/2305/225/3689",9
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","14/243","358/18805",0.0391061452513966,3.02630066441364,4.42892575684001,0.000246354681762345,0.0355571924010318,0.0330572171968821,"55143/1031/8317/993/891/7272/54443/1029/1030/10403/147841/898/5933/5988",14
"BP","GO:0006261","DNA-templated DNA replication","9/243","162/18805",0.0555555555555556,4.29926840420668,4.82539788320959,0.000263700717146003,0.0363307669849788,0.0337764028612368,"8317/5980/10926/4796/5557/5983/23594/898/84515",9
"BP","GO:0007051","spindle organization","10/243","206/18805",0.0485436893203883,3.75664229493787,4.55182023433677,0.000359912853059,0.0433253251277698,0.0402791836521002,"55143/126731/10460/55722/891/3833/7272/57562/10615/10403",10
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","9/243","169/18805",0.0532544378698225,4.12119219811528,4.6634077269791,0.000360411728848879,0.0433253251277698,0.0402791836521002,"55143/126731/10460/891/3833/7272/57562/51203/10403",9
"BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","14/243","372/18805",0.0376344086021505,2.91240762865614,4.26255307593063,0.000363033029762729,0.0433253251277698,0.0402791836521002,"257101/7805/3932/80149/2215/5580/79931/915/3502/11314/3783/958/150372/3654",14
"BP","GO:0007052","mitotic spindle organization","8/243","135/18805",0.0592592592592593,4.58588629782045,4.78417562340024,0.000374841818953428,0.0433253251277698,0.0402791836521002,"55143/126731/10460/891/3833/7272/57562/10403",8
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","5/243","49/18805",0.102040816326531,7.89661543629798,5.53069630602139,0.000414717815058212,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0071173","spindle assembly checkpoint signaling","5/243","49/18805",0.102040816326531,7.89661543629798,5.53069630602139,0.000414717815058212,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0071174","mitotic spindle checkpoint signaling","5/243","49/18805",0.102040816326531,7.89661543629798,5.53069630602139,0.000414717815058212,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0031577","spindle checkpoint signaling","5/243","50/18805",0.1,7.73868312757202,5.45905383140946,0.000455995138085631,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:1905818","regulation of chromosome separation","6/243","77/18805",0.0779220779220779,6.03014269680936,5.0605281097159,0.00048251829335609,0.0433253251277698,0.0402791836521002,"55143/891/7272/54892/10403/147841",6
"BP","GO:0033046","negative regulation of sister chromatid segregation","5/243","51/18805",0.0980392156862745,7.58694424271766,5.38936991075741,0.000500292437965009,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","5/243","51/18805",0.0980392156862745,7.58694424271766,5.38936991075741,0.000500292437965009,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","5/243","51/18805",0.0980392156862745,7.58694424271766,5.38936991075741,0.000500292437965009,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","5/243","51/18805",0.0980392156862745,7.58694424271766,5.38936991075741,0.000500292437965009,0.0433253251277698,0.0402791836521002,"55143/891/7272/10403/147841",5
"BP","GO:0048562","embryonic organ morphogenesis","12/243","302/18805",0.0397350993377483,3.07497342817431,4.15920963531938,0.000589662317531747,0.0477389904548496,0.0443825304997942,"3142/10736/3232/6943/3207/1750/60529/2348/57453/10265/3216/3219",12
"BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","5/243","53/18805",0.0943396226415094,7.3006444599736,5.25551143004501,0.000598509283168685,0.0477389904548496,0.0443825304997942,"55143/891/7272/10403/147841",5
"BP","GO:1905819","negative regulation of chromosome separation","5/243","53/18805",0.0943396226415094,7.3006444599736,5.25551143004501,0.000598509283168685,0.0477389904548496,0.0443825304997942,"55143/891/7272/10403/147841",5
"MF","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","6/252","48/18639",0.125,9.24553571428571,6.69626460200328,4.38870114206552e-05,0.0241378562813604,0.0221282931268356,"1031/891/1029/1030/1164/898",6
