"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0042129","regulation of T cell proliferation","9/144","184/18805",0.0489130434782609,6.38756793478261,6.45117884265902,1.2365606235874e-05,0.0139691696017956,0.0122812794707218,"3553/3620/80380/1029/923/10673/11151/3594/54440",9
"BP","GO:0042102","positive regulation of T cell proliferation","7/144","105/18805",0.0666666666666667,8.70601851851852,6.95573143812563,1.62363289385746e-05,0.0139691696017956,0.0122812794707218,"3553/80380/923/10673/11151/3594/54440",7
"BP","GO:0050670","regulation of lymphocyte proliferation","10/144","243/18805",0.0411522633744856,5.37408550525835,6.02860642326425,1.8228369859897e-05,0.0139691696017956,0.0122812794707218,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
"BP","GO:0032944","regulation of mononuclear cell proliferation","10/144","248/18805",0.0403225806451613,5.26573700716846,5.94025302384901,2.17165481566975e-05,0.0139691696017956,0.0122812794707218,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
"BP","GO:0034341","response to type II interferon","7/144","121/18805",0.0578512396694215,7.55480945821855,6.354139401094,4.06861111565578e-05,0.0172140450555979,0.0151340776993801,"965/338382/54625/9076/10537/834/3594",7
"BP","GO:0042098","T cell proliferation","9/144","217/18805",0.0414746543778802,5.4161866359447,5.74777640255322,4.54780868673967e-05,0.0172140450555979,0.0151340776993801,"3553/3620/80380/1029/923/10673/11151/3594/54440",9
"BP","GO:0070663","regulation of leukocyte proliferation","10/144","273/18805",0.0366300366300366,4.78352665852666,5.53166520098254,4.90843986363959e-05,0.0172140450555979,0.0151340776993801,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","12/144","395/18805",0.030379746835443,3.96729957805907,5.23566630787861,5.3522098890316e-05,0.0172140450555979,0.0151340776993801,"26191/3142/3553/3620/80380/1029/923/10673/11151/3594/54440/3654",12
"BP","GO:0071346","cellular response to type II interferon","6/144","98/18805",0.0612244897959184,7.9953231292517,6.09898627304446,0.000107195801136672,0.027529258207115,0.0242029070661281,"965/338382/54625/9076/834/3594",6
"BP","GO:0046651","lymphocyte proliferation","10/144","300/18805",0.0333333333333333,4.35300925925926,5.14268289848425,0.000107444566701778,0.027529258207115,0.0242029070661281,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
"BP","GO:0007159","leukocyte cell-cell adhesion","12/144","433/18805",0.0277136258660508,3.61913010007698,4.84352685852773,0.000127729783995686,0.027529258207115,0.0242029070661281,"26191/3142/3553/3620/80380/1029/923/10673/11151/3594/54440/3654",12
"BP","GO:0032943","mononuclear cell proliferation","10/144","308/18805",0.0324675324675325,4.23994408369408,5.03617874620661,0.00013326572879249,0.027529258207115,0.0242029070661281,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
"BP","GO:0050671","positive regulation of lymphocyte proliferation","7/144","147/18805",0.0476190476190476,6.21858465608466,5.57978887787351,0.000139090694400503,0.027529258207115,0.0242029070661281,"3553/80380/923/10673/11151/3594/54440",7
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","7/144","150/18805",0.0466666666666667,6.09421296296296,5.50255016215586,0.000157664853651602,0.0289765477461122,0.025475321090022,"3553/80380/923/10673/11151/3594/54440",7
"BP","GO:0050863","regulation of T cell activation","11/144","395/18805",0.0278481012658228,3.63669127988748,4.65232287311349,0.00023546441004302,0.040389995136046,0.0355096854163123,"26191/3142/3553/3620/80380/1029/923/10673/11151/3594/54440",11
"BP","GO:0070665","positive regulation of leukocyte proliferation","7/144","168/18805",0.0416666666666667,5.44126157407407,5.07939399750096,0.000315824531879541,0.0490255826092777,0.0431018377185501,"3553/80380/923/10673/11151/3594/54440",7
"BP","GO:0070661","leukocyte proliferation","10/144","344/18805",0.0290697674418605,3.79622900516796,4.59793955112485,0.000323915625479099,0.0490255826092777,0.0431018377185501,"26191/3553/3620/80380/1029/923/10673/11151/3594/54440",10
