interaction,Kendall,name,NMI,selected,shared interaction,shared name,Spearman,Weight
ITGB2,0.9558824,CD68,1.0,False,ITGB2,CD68,0.99019605,0.9820261001586914
RN7SL2,0.9264706,LOC105378179,1.0,False,RN7SL2,LOC105378179,0.97794116,0.968137264251709
NUSAP1,0.9117647,KNL1,1.0,False,NUSAP1,KNL1,0.97794116,0.9632351994514464
MELK,0.9117647,INCENP,1.0,False,MELK,INCENP,0.9754902,0.962418258190155
CTSS,0.88235295,CD48,1.0,False,CTSS,CD48,0.9730392,0.9517974257469176
IFNE,0.92781705,MIR31HG,0.94629127,False,IFNE,MIR31HG,0.9789931,0.9510338306427002
SLAMF8,0.88235295,CD68,1.0,False,SLAMF8,CD68,0.9705882,0.9509803652763368
THBS4-AS1,0.88235295,THBS4,1.0,False,THBS4-AS1,THBS4,0.96813726,0.9501633644104004
NCAPG,0.88235295,KNL1,1.0,False,NCAPG,KNL1,0.96568626,0.949346363544464
PCDHAC2,0.9259259,PCDHAC1,0.9456211,False,PCDHAC2,PCDHAC1,0.9730061,0.9481843113899232
SMC4,0.88235295,KNL1,1.0,False,SMC4,KNL1,0.9583333,0.9468954205513
CCR5,0.88235295,CD48,0.98539865,False,CCR5,CD48,0.96813726,0.9452962875366212
ITGAL,0.86764705,MYO1G,1.0,False,ITGAL,MYO1G,0.96813726,0.9452614784240724
SASH3,0.86764705,CD68,1.0,False,SASH3,CD68,0.96568626,0.9444444179534912
CD84,0.86764705,CD68,1.0,False,CD84,CD68,0.96568626,0.9444444179534912
LINC01583,0.9331953,LOC105370924,0.922679,False,LINC01583,LOC105370924,0.9760432,0.9439725279808044
TNXA,0.88235295,TNXB,0.98539865,False,TNXA,TNXB,0.9632353,0.9436623454093932
CRTAM,0.892995,CD48,0.97036463,False,CRTAM,CD48,0.9675048,0.9436214566230774
TMEM176A,0.86764705,TMEM176B,1.0,False,TMEM176A,TMEM176B,0.9607843,0.9428104758262634
MYO1G,0.86764705,CD68,1.0,False,MYO1G,CD68,0.9583333,0.9419934749603271
FMNL1,0.86764705,TREM2,0.98539865,False,FMNL1,TREM2,0.9705882,0.9412112832069396
EVI2A,0.86764705,CD68,1.0,False,EVI2A,CD68,0.9558824,0.9411764740943908
LOC105374898,0.86764705,NRN1,0.98539865,False,LOC105374898,NRN1,0.96568626,0.939577341079712
BUB1B,0.85294116,KNL1,1.0,False,BUB1B,KNL1,0.96568626,0.9395424723625184
NFAM1,0.86764705,CD68,1.0,False,NFAM1,CD68,0.9485294,0.938725471496582
LYZ,0.85294116,CD48,1.0,False,LYZ,CD48,0.9607843,0.9379084706306458
CBR3,0.86764705,CBR3-AS1,0.98539865,False,CBR3,CBR3-AS1,0.9583333,0.9371263384819032
SLAMF7,0.85294116,CD48,1.0,False,SLAMF7,CD48,0.9558824,0.936274528503418
ITGAL,0.85294116,CD48,1.0,False,ITGAL,CD48,0.9558824,0.936274528503418
ITGB2,0.85294116,MYO1G,1.0,False,ITGB2,MYO1G,0.95343137,0.9354575276374816
CKAP2,0.85294116,KNL1,1.0,False,CKAP2,KNL1,0.95343137,0.9354575276374816
CCNE1,0.86764705,CCNA2,1.0,False,CCNE1,CCNA2,0.9362745,0.9346405863761902
NCF2,0.85294116,CD68,1.0,False,NCF2,CD68,0.95098037,0.9346404671669006
FAM72D,0.85294116,KNL1,0.98539865,False,FAM72D,KNL1,0.9607843,0.9330413937568665
SLC31A2,0.85294116,TREM2,0.98539865,False,SLC31A2,TREM2,0.9607843,0.9330413937568665
IL2RG,0.85294116,CD48,1.0,False,IL2RG,CD48,0.9460784,0.9330065250396729
UBE2T,0.85294116,CCNF,0.98539865,False,UBE2T,CCNF,0.9583333,0.9322243332862854
RAB7B,0.85294116,SLC26A9-AS1,0.9849595,False,RAB7B,SLC26A9-AS1,0.9583333,0.932077944278717
EVI2B,0.85294116,CD68,1.0,False,EVI2B,CD68,0.9411765,0.9313725829124452
NEIL3,0.85294116,NUF2,0.98539865,False,NEIL3,NUF2,0.95343137,0.9305903911590576
OIP5,0.8382353,KNL1,1.0,False,OIP5,KNL1,0.95343137,0.9305555820465088
DOCK2,0.8382353,CD68,1.0,False,DOCK2,CD68,0.95098037,0.9297385811805724
ARHGAP11A,0.8382353,KNL1,1.0,False,ARHGAP11A,KNL1,0.95098037,0.9297385811805724
CYTIP,0.85294116,MYO1G,0.98539865,False,CYTIP,MYO1G,0.9485294,0.9289564490318298
DDIAS,0.8382353,CCNA2,1.0,False,DDIAS,CCNA2,0.9485294,0.928921639919281
ARHGAP11A,0.8382353,CENPF,1.0,False,ARHGAP11A,CENPF,0.9485294,0.928921639919281
POC1A,0.8382353,PTTG1,1.0,False,POC1A,PTTG1,0.9460784,0.9281045794487
KIF18A,0.8382353,DLGAP5,1.0,False,KIF18A,DLGAP5,0.9460784,0.9281045794487
TTK,0.8382353,INCENP,1.0,False,TTK,INCENP,0.9460784,0.9281045794487
RRM2,0.8382353,CCNA2,1.0,False,RRM2,CCNA2,0.9436275,0.9272875785827636
FAM72B,0.8382353,KNL1,0.98539865,False,FAM72B,KNL1,0.9558824,0.9265053868293762
CYTIP,0.8382353,CD68,0.98539865,False,CYTIP,CD68,0.9558824,0.9265053868293762
RAC2,0.8235294,CD68,1.0,False,RAC2,CD68,0.9558824,0.9264705777168274
DOCK2,0.8382353,CD48,1.0,False,DOCK2,CD48,0.9411765,0.9264705777168274
ADM2,0.88235295,MIOX,0.93891907,False,ADM2,MIOX,0.95343137,0.9249011874198914
CYTIP,0.8382353,CD48,0.98539865,False,CYTIP,CD48,0.95098037,0.9248714447021484
LILRB4,0.8235294,CD68,1.0,False,LILRB4,CD68,0.9485294,0.9240196347236632
DTL,0.8235294,PTTG1,1.0,False,DTL,PTTG1,0.9485294,0.9240196347236632
HAVCR2,0.8235294,CD68,1.0,False,HAVCR2,CD68,0.9460784,0.9232026934623718
CD180,0.8382353,MYO1G,1.0,False,CD180,MYO1G,0.9313725,0.9232026934623718
RACGAP1,0.8235294,CENPF,1.0,False,RACGAP1,CENPF,0.9460784,0.9232026934623718
SIGLEC9,0.8382353,TREM2,0.98539865,False,SIGLEC9,TREM2,0.9436275,0.9224205017089844
SGO1-AS1,0.8235294,CCNA2,1.0,False,SGO1-AS1,CCNA2,0.9436275,0.9223856925964355
SLC37A2,0.8235294,CD68,1.0,False,SLC37A2,CD68,0.9436275,0.9223856925964355
FANCI,0.8235294,CCNA2,1.0,False,FANCI,CCNA2,0.9411765,0.9215686321258544
DENND2D,0.8235294,APOC1,1.0,False,DENND2D,APOC1,0.9411765,0.9215686321258544
NEK2,0.8235294,CENPF,1.0,False,NEK2,CENPF,0.9411765,0.9215686321258544
LMNB2,0.8235294,INCENP,1.0,False,LMNB2,INCENP,0.9411765,0.9215686321258544
CTSS,0.8235294,CD68,1.0,False,CTSS,CD68,0.9411765,0.9215686321258544
NCAPG,0.8235294,NUF2,1.0,False,NCAPG,NUF2,0.9411765,0.9215686321258544
CCNB2,0.8235294,CCNA2,1.0,False,CCNB2,CCNA2,0.9387255,0.9207516312599182
WDR62,0.8382353,LOC100288637,1.0,False,WDR62,LOC100288637,0.92401963,0.9207516312599182
NUSAP1,0.8235294,LOC100288637,1.0,False,NUSAP1,LOC100288637,0.9387255,0.9207516312599182
GPR84,0.8235294,TREM2,1.0,False,GPR84,TREM2,0.9387255,0.9207516312599182
RN7SL1,0.8235294,LOC105378179,1.0,False,RN7SL1,LOC105378179,0.9387255,0.9207516312599182
DLX6-AS1,0.8793571,DLX6,0.9110675,False,DLX6-AS1,DLX6,0.9653174,0.9185807108879088
