interaction,Kendall,name,NMI,selected,shared interaction,shared name,Spearman,Weight
PRC1,0.9558824,PRC1-AS1,1.0,False,PRC1,PRC1-AS1,0.99264705,0.9828431010246276
TPX2,0.89705884,GTSE1,1.0,False,TPX2,GTSE1,0.97794116,0.9583333134651184
MKI67,0.88235295,LMNB1,1.0,False,MKI67,LMNB1,0.9705882,0.9509803652763368
THBS4-AS1,0.88235295,THBS4,1.0,False,THBS4-AS1,THBS4,0.96813726,0.9501633644104004
KIF14,0.88235295,ASPM,0.98539865,False,KIF14,ASPM,0.9730392,0.9469302296638488
LINC01583,0.9331953,LOC105370924,0.922679,False,LINC01583,LOC105370924,0.9760432,0.9439725279808044
CDK1,0.86764705,PRC1-AS1,1.0,False,CDK1,PRC1-AS1,0.9632353,0.9436274170875548
CCNB1,0.86764705,GTSE1,1.0,False,CCNB1,GTSE1,0.9607843,0.9428104758262634
CDC25C,0.86764705,LMNB1,0.98539865,False,CDC25C,LMNB1,0.96568626,0.939577341079712
LOC105374898,0.86764705,NRN1,0.98539865,False,LOC105374898,NRN1,0.96568626,0.939577341079712
MELK,0.85294116,LMNB1,1.0,False,MELK,LMNB1,0.9558824,0.936274528503418
APOBEC3B,0.86764705,APOBEC3B-AS1,0.98539865,False,APOBEC3B,APOBEC3B-AS1,0.95343137,0.9354923367500304
UBE2C,0.85294116,LMNB1,1.0,False,UBE2C,LMNB1,0.9485294,0.9338235259056092
ERCC6L,0.8382353,LMNB1,1.0,False,ERCC6L,LMNB1,0.9460784,0.9281045794487
DEPDC1B,0.8382353,LMNB1,1.0,False,DEPDC1B,LMNB1,0.9411765,0.9264705777168274
ADM2,0.88235295,MIOX,0.93891907,False,ADM2,MIOX,0.95343137,0.9249011874198914
KIFC1,0.8235294,GTSE1,1.0,False,KIFC1,GTSE1,0.95098037,0.9248366355895996
SIT1,0.85294116,ITK,0.9634854,False,SIT1,ITK,0.9558824,0.9241029620170592
KIF18A,0.8235294,LMNB1,1.0,False,KIF18A,LMNB1,0.9460784,0.9232026934623718
CXCL10,0.8235294,CXCL9,1.0,False,CXCL10,CXCL9,0.9436275,0.9223856925964355
DLX6-AS1,0.8793571,DLX6,0.9110675,False,DLX6-AS1,DLX6,0.9653174,0.9185807108879088
KIF4A,0.8235294,GTSE1,1.0,False,KIF4A,GTSE1,0.9313725,0.9183006286621094
ZWINT,0.8235294,LMNB1,1.0,False,ZWINT,LMNB1,0.9313725,0.9183006286621094
ANKRD22,0.86764705,LIPM,0.91341984,False,ANKRD22,LIPM,0.9730392,0.918035328388214
KIF23,0.8088235,CCNE1,1.0,False,KIF23,CCNE1,0.9362745,0.915032684803009
KIF11,0.8088235,LMNB1,1.0,False,KIF11,LMNB1,0.9362745,0.915032684803009
TTK,0.8088235,LMNB1,1.0,False,TTK,LMNB1,0.9362745,0.915032684803009
CDCA2,0.8235294,GTSE1,1.0,False,CDCA2,GTSE1,0.9191176,0.9142157435417176
KLK5,0.9714286,KLK7,0.75889504,False,KLK5,KLK7,0.99622643,0.9088500142097472
DLGAP5,0.8088235,GTSE1,1.0,False,DLGAP5,GTSE1,0.9166667,0.9084967970848083
CKAP2L,0.7941176,GTSE1,1.0,False,CKAP2L,GTSE1,0.9313725,0.9084966778755188
CKAP2L,0.7941176,LMNB1,1.0,False,CKAP2L,LMNB1,0.9313725,0.9084966778755188
CTHRC1,0.7941176,ZFHX4,1.0,False,CTHRC1,ZFHX4,0.9289216,0.9076797366142272
MKI67,0.7941176,GTSE1,1.0,False,MKI67,GTSE1,0.9264706,0.906862735748291
KIF20A,0.7941176,LMNB1,0.98539865,False,KIF20A,LMNB1,0.9387255,0.9060805439949036
KIFC1,0.7941176,LMNB1,1.0,False,KIFC1,LMNB1,0.92401963,0.9060457348823548
HS3ST3B1,0.8044335,HS3ST3A1,0.98539865,False,HS3ST3B1,HS3ST3A1,0.92826504,0.906032383441925
