"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0015791","polyol transmembrane transport","2/8","12/18870",1.03583438811403e-05,0.00374972048497277,0.00167914206073221,"358/364",2
"BP","GO:0006833","water transport","2/8","29/18870",6.3490199752617e-05,0.0114917261552237,0.00514604776942264,"358/364",2
"BP","GO:0042044","fluid transport","2/8","38/18870",0.000109725338006279,0.013240190786091,0.00592901826419893,"358/364",2
"BP","GO:0019755","one-carbon compound transport","2/8","61/18870",0.000284238920105511,0.0257236222695488,0.0115191562358549,"358/364",2
"BP","GO:0001656","metanephros development","2/8","94/18870",0.000674173431138603,0.0426304544727388,0.0190901133724972,"358/6495",2
"BP","GO:0072080","nephron tubule development","2/8","100/18870",0.000762505292028986,0.0426304544727388,0.0190901133724972,"358/6495",2
"BP","GO:0061326","renal tubule development","2/8","104/18870",0.000824345804721469,0.0426304544727388,0.0190901133724972,"358/6495",2
"BP","GO:0072009","nephron epithelium development","2/8","120/18870",0.00109519559089286,0.0443279046031361,0.0198502393395841,"358/6495",2
"BP","GO:0034219","carbohydrate transmembrane transport","2/8","136/18870",0.00140333211174015,0.0443279046031361,0.0198502393395841,"358/364",2
"BP","GO:0072073","kidney epithelium development","2/8","150/18870",0.0017032321000563,0.0443279046031361,0.0198502393395841,"358/6495",2
"BP","GO:0072006","nephron development","2/8","156/18870",0.00184034412930657,0.0443279046031361,0.0198502393395841,"358/6495",2
"BP","GO:0008643","carbohydrate transport","2/8","159/18870",0.00191082166965469,0.0443279046031361,0.0198502393395841,"358/364",2
"BP","GO:0021561","facial nerve development","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"6495",1
"BP","GO:0021610","facial nerve morphogenesis","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"6495",1
"BP","GO:0043587","tongue morphogenesis","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"6495",1
"BP","GO:0046689","response to mercury ion","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"358",1
"BP","GO:0051124","synaptic assembly at neuromuscular junction","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"6495",1
"BP","GO:0072014","proximal tubule development","1/8","10/18870",0.00423246215219641,0.0443279046031361,0.0198502393395841,"358",1
